 TIME                     Farbe_links [C]     Farbe_rechts [C]    Tape_links [C]      Tape_rechts [C]     
 2018-08-08_16:54:03      -20.4468            -19.7159            -20.4502            -20.0935            
 2018-08-08_16:54:13      -20.443             -19.7296            -20.4575            -20.1118            
 2018-08-08_16:54:23      -20.4529            -19.7342            -20.4544            -20.1012            
 2018-08-08_16:54:33      -20.4472            -19.7395            -20.4594            -20.1134            
 2018-08-08_16:54:43      -20.4479            -19.7212            -20.4498            -20.0916            
 2018-08-08_16:54:53      -20.459             -19.7292            -20.4636            -20.0974            
 2018-08-08_16:55:03      -20.4552            -19.7208            -20.4605            -20.1035            
 2018-08-08_16:55:13      -20.4575            -19.7289            -20.4575            -20.1019            
 2018-08-08_16:55:23      -20.4426            -19.7327            -20.4491            -20.0974            
 2018-08-08_16:55:33      -20.4285            -19.717             -20.4338            -20.0974            
 2018-08-08_16:55:43      -20.4269            -19.6999            -20.4323            -20.076             
 2018-08-08_16:55:53      -20.4102            -19.6873            -20.4098            -20.0634            
 2018-08-08_16:56:03      -20.4086            -19.6831            -20.4117            -20.0653            
 2018-08-08_16:56:13      -20.4041            -19.6819            -20.4014            -20.0569            
 2018-08-08_16:56:23      -20.4063            -19.6838            -20.417             -20.0584            
 2018-08-08_16:56:33      -20.4056            -19.6823            -20.4163            -20.0592            
 2018-08-08_16:56:43      -20.4109            -19.6884            -20.4205            -20.0706            
 2018-08-08_16:56:53      -20.4231            -19.6823            -20.4163            -20.0565            
 2018-08-08_16:57:03      -20.4136            -19.6846            -20.4098            -20.0554            
 2018-08-08_16:57:13      -20.3976            -19.6766            -20.414             -20.055             
 2018-08-08_16:57:23      -20.4014            -19.6697            -20.4079            -20.0459            
 2018-08-08_16:57:33      -20.4079            -19.6873            -20.4185            -20.0615            
 2018-08-08_16:57:43      -20.4094            -19.6922            -20.4178            -20.0806            
 2018-08-08_16:57:53      -20.4063            -19.6991            -20.4102            -20.0672            
 2018-08-08_16:58:03      -20.7207            -19.6953            -20.8511            -20.0699            
 2018-08-08_16:58:13      -21.1948            -20.195             -21.278             -20.6409            
 2018-08-08_16:58:23      -21.5481            -20.7005            -21.608             -21.1227            
 2018-08-08_16:58:33      -21.7926            -21.0365            -21.8445            -21.4466            
 2018-08-08_16:58:43      -21.9704            -21.2646            -22.0127            -21.6808            
 2018-08-08_16:58:53      -22.0894            -21.3829            -22.1123            -21.7926            
 2018-08-08_16:59:03      -22.1603            -21.476             -22.184             -21.8643            
 2018-08-08_16:59:13      -22.2084            -21.5076            -22.2229            -21.9009            
 2018-08-08_16:59:23      -22.2332            -21.5515            -22.2488            -21.9311            
 2018-08-08_16:59:33      -22.2393            -21.5691            -22.2519            -21.9467            
 2018-08-08_16:59:43      -22.2485            -21.5534            -22.2588            -21.9425            
 2018-08-08_16:59:53      -22.2282            -21.5424            -22.2412            -21.933             
 2018-08-08_17:00:03      -22.2176            -21.5309            -22.229             -21.9234            
 2018-08-08_17:00:13      -22.2061            -21.524             -22.221             -21.907             
 2018-08-08_17:00:23      -22.1897            -21.4993            -22.1996            -21.8811            
 2018-08-08_17:00:33      -22.1836            -21.4794            -22.1882            -21.8521            
 2018-08-08_17:00:43      -22.1676            -21.4775            -22.1802            -21.8628            
 2018-08-08_17:00:53      -22.1569            -21.4783            -22.1649            -21.8552            
 2018-08-08_17:01:03      -22.1352            -21.463             -22.1497            -21.8407            
 2018-08-08_17:01:13      -22.1321            -21.4474            -22.1378            -21.8315            
 2018-08-08_17:01:23      -22.1283            -21.4455            -22.1382            -21.8288            
 2018-08-08_17:01:33      -22.1226            -21.4565            -22.1306            -21.8521            
 2018-08-08_17:01:43      -22.1172            -21.4436            -22.1298            -21.8384            
 2018-08-08_17:01:53      -22.113             -21.4573            -22.131             -21.8372            
 2018-08-08_17:02:03      -22.1024            -21.4291            -22.1127            -21.8319            
 2018-08-08_17:02:13      -22.0947            -21.4294            -22.1027            -21.8193            
 2018-08-08_17:02:23      -22.0963            -21.4249            -22.1024            -21.8063            
 2018-08-08_17:02:33      -22.0932            -21.4195            -22.1024            -21.8109            
 2018-08-08_17:02:43      -22.0798            -21.3985            -22.0985            -21.8002            
 2018-08-08_17:02:53      -22.0936            -21.4046            -22.0974            -21.7911            
 2018-08-08_17:03:03      -22.0779            -21.4092            -22.0825            -21.7976            
 2018-08-08_17:03:13      -22.1546            -21.3943            -22.2694            -21.7697            
 2018-08-08_17:03:23      -22.5739            -21.4962            -22.665             -21.962             
 2018-08-08_17:03:33      -22.8619            -22.002             -22.9252            -22.435             
 2018-08-08_17:03:43      -23.0621            -22.2973            -23.103             -22.7089            
 2018-08-08_17:03:53      -23.1998            -22.4762            -23.2285            -22.8821            
 2018-08-08_17:04:03      -23.2605            -22.5723            -23.275             -22.9584            
 2018-08-08_17:04:13      -23.2712            -22.5941            -23.283             -22.9931            
 2018-08-08_17:04:23      -23.2735            -22.6074            -23.2773            -22.9897            
 2018-08-08_17:04:33      -23.262             -22.591             -23.275             -22.9767            
 2018-08-08_17:04:43      -23.2418            -22.5674            -23.2525            -22.9519            
 2018-08-08_17:04:53      -23.2166            -22.5456            -23.2147            -22.9309            
 2018-08-08_17:05:03      -23.1773            -22.5273            -23.177             -22.9137            
 2018-08-08_17:05:13      -23.1483            -22.4998            -23.1606            -22.8813            
 2018-08-08_17:05:23      -23.1262            -22.5006            -23.1285            -22.8844            
 2018-08-08_17:05:33      -23.1026            -22.4907            -23.1018            -22.8722            
 2018-08-08_17:05:43      -23.0774            -22.4442            -23.093             -22.8195            
 2018-08-08_17:05:53      -23.053             -22.4194            -23.0522            -22.7814            
 2018-08-08_17:06:03      -23.0274            -22.3969            -23.0392            -22.7776            
 2018-08-08_17:06:13      -23.0049            -22.3709            -23.0202            -22.7615            
 2018-08-08_17:06:23      -22.998             -22.3625            -22.9996            -22.7428            
 2018-08-08_17:06:33      -22.9935            -22.3503            -22.9889            -22.7337            
 2018-08-08_17:06:43      -22.9755            -22.324             -22.9839            -22.718             
 2018-08-08_17:06:53      -22.9618            -22.3175            -22.9675            -22.7112            
 2018-08-08_17:07:03      -22.9618            -22.3129            -22.9626            -22.691             
 2018-08-08_17:07:13      -22.9477            -22.3057            -22.9534            -22.6967            
 2018-08-08_17:07:23      -22.937             -22.3087            -22.9523            -22.6845            
 2018-08-08_17:07:33      -22.9427            -22.3022            -22.9515            -22.6639            
 2018-08-08_17:07:43      -22.9286            -22.279             -22.9362            -22.6715            
 2018-08-08_17:07:53      -22.9156            -22.2652            -22.9267            -22.6631            
 2018-08-08_17:08:03      -22.9176            -22.2572            -22.9195            -22.6368            
 2018-08-08_17:08:13      -22.9088            -22.2366            -22.9153            -22.6257            
 2018-08-08_17:08:23      -22.8806            -22.2294            -22.8966            -22.6181            
 2018-08-08_17:08:33      -22.8718            -22.234             -22.8825            -22.6242            
 2018-08-08_17:08:43      -22.8611            -22.2233            -22.879             -22.6173            
 2018-08-08_17:08:53      -22.8519            -22.2141            -22.8722            -22.6162            
 2018-08-08_17:09:03      -22.8539            -22.2198            -22.8668            -22.6013            
 2018-08-08_17:09:13      -22.86              -22.2088            -22.8737            -22.5834            
 2018-08-08_17:09:23      -22.8703            -22.2126            -22.8687            -22.5906            
 2018-08-08_17:09:33      -22.863             -22.2122            -22.8683            -22.5948            
 2018-08-08_17:09:43      -22.847             -22.2031            -22.8622            -22.5685            
 2018-08-08_17:09:53      -22.8394            -22.2069            -22.8554            -22.588             
 2018-08-08_17:10:03      -22.8428            -22.1893            -22.8485            -22.5792            
 2018-08-08_17:10:13      -22.8371            -22.192             -22.8485            -22.5971            
 2018-08-08_17:10:23      -22.8321            -22.2153            -22.8485            -22.5994            
 2018-08-08_17:10:33      -22.8264            -22.2031            -22.8493            -22.5754            
 2018-08-08_17:10:43      -22.8306            -22.2134            -22.8416            -22.5773            
 2018-08-08_17:10:53      -22.8325            -22.2015            -22.847             -22.5712            
 2018-08-08_17:11:03      -22.8329            -22.1886            -22.85              -22.5552            
 2018-08-08_17:11:13      -22.8371            -22.1725            -22.8519            -22.57              
 2018-08-08_17:11:23      -22.8287            -22.1848            -22.847             -22.5739            
 2018-08-08_17:11:33      -22.8249            -22.1748            -22.8527            -22.5658            
 2018-08-08_17:11:43      -22.8256            -22.1893            -22.8485            -22.5746            
 2018-08-08_17:11:53      -22.8264            -22.187             -22.8466            -22.5719            
 2018-08-08_17:12:03      -22.8401            -22.1901            -22.8527            -22.5716            
 2018-08-08_17:12:13      -23.037             -22.1893            -23.1281            -22.57              
 2018-08-08_17:12:23      -23.299             -22.6509            -23.3643            -23.0385            
 2018-08-08_17:12:33      -23.4623            -22.8367            -23.5035            -23.2323            
 2018-08-08_17:12:43      -23.5188            -22.9305            -23.5554            -23.304             
 2018-08-08_17:12:53      -23.5397            -22.9179            -23.5584            -23.3063            
 2018-08-08_17:13:03      -23.5241            -22.8905            -23.5359            -23.2819            
 2018-08-08_17:13:13      -23.4913            -22.8645            -23.5046            -23.2552            
 2018-08-08_17:13:23      -23.4528            -22.8264            -23.4459            -23.2056            
 2018-08-08_17:13:33      -23.3776            -22.776             -23.3788            -23.1625            
 2018-08-08_17:13:43      -23.3223            -22.7272            -23.3185            -23.0976            
 2018-08-08_17:13:53      -23.2822            -22.6883            -23.2738            -23.0526            
 2018-08-08_17:14:03      -23.2208            -22.6357            -23.2304            -22.99              
 2018-08-08_17:14:13      -23.1888            -22.5876            -23.1876            -22.9694            
 2018-08-08_17:14:23      -23.1598            -22.5571            -23.1678            -22.9267            
 2018-08-08_17:14:33      -23.1171            -22.5273            -23.1171            -22.8916            
 2018-08-08_17:14:43      -23.0961            -22.5014            -23.0976            -22.8695            
 2018-08-08_17:14:53      -23.0507            -22.4594            -23.0648            -22.8294            
 2018-08-08_17:15:03      -23.032             -22.419             -23.0389            -22.7947            
 2018-08-08_17:15:13      -23.0011            -22.3995            -23.0007            -22.7718            
 2018-08-08_17:15:23      -22.9801            -22.3896            -22.9774            -22.7448            
 2018-08-08_17:15:33      -22.9427            -22.3747            -22.9523            -22.7524            
 2018-08-08_17:15:43      -22.9225            -22.3503            -22.929             -22.7234            
 2018-08-08_17:15:53      -22.9153            -22.3431            -22.9294            -22.7036            
 2018-08-08_17:16:03      -22.9141            -22.3495            -22.9454            -22.7081            
 2018-08-08_17:16:13      -22.9195            -22.3293            -22.9313            -22.7081            
 2018-08-08_17:16:23      -22.9042            -22.3312            -22.9153            -22.7043            
 2018-08-08_17:16:33      -22.8981            -22.3137            -22.9065            -22.6997            
 2018-08-08_17:16:43      -22.8825            -22.3152            -22.8962            -22.6871            
 2018-08-08_17:16:53      -22.8756            -22.3034            -22.892             -22.6837            
 2018-08-08_17:17:03      -22.8661            -22.2889            -22.879             -22.654             
 2018-08-08_17:17:13      -22.8588            -22.2767            -22.8748            -22.6402            
 2018-08-08_17:17:23      -22.876             -22.2687            -22.8779            -22.6433            
 2018-08-08_17:17:33      -22.8706            -22.274             -22.879             -22.6387            
 2018-08-08_17:17:43      -22.8729            -22.2809            -22.8836            -22.6467            
 2018-08-08_17:17:53      -22.868             -22.287             -22.8836            -22.6513            
 2018-08-08_17:18:03      -22.86              -22.274             -22.8653            -22.6349            
 2018-08-08_17:18:13      -22.8497            -22.2675            -22.8653            -22.6448            
 2018-08-08_17:18:23      -22.839             -22.245             -22.8516            -22.6173            
 2018-08-08_17:18:33      -22.8374            -22.2466            -22.8439            -22.6074            
 2018-08-08_17:18:43      -22.8378            -22.2469            -22.8436            -22.6151            
 2018-08-08_17:18:53      -22.8424            -22.2401            -22.85              -22.6112            
 2018-08-08_17:19:03      -22.8394            -22.2351            -22.8497            -22.6311            
 2018-08-08_17:19:13      -22.834             -22.2382            -22.8405            -22.6109            
 2018-08-08_17:19:23      -22.8195            -22.2351            -22.8363            -22.6143            
 2018-08-08_17:19:33      -22.8237            -22.2446            -22.8386            -22.6265            
 2018-08-08_17:19:43      -22.8168            -22.2515            -22.8264            -22.6196            
 2018-08-08_17:19:53      -22.826             -22.2672            -22.8424            -22.6196            
 2018-08-08_17:20:03      -22.8249            -22.2595            -22.8306            -22.6311            
 2018-08-08_17:20:13      -22.8249            -22.2527            -22.8329            -22.6357            
 2018-08-08_17:20:23      -22.8188            -22.2458            -22.8382            -22.6334            
 2018-08-08_17:20:33      -22.8226            -22.2607            -22.8394            -22.6234            
 2018-08-08_17:20:43      -22.8134            -22.2523            -22.8268            -22.6192            
 2018-08-08_17:20:53      -22.8077            -22.2427            -22.8207            -22.6036            
 2018-08-08_17:21:03      -22.8031            -22.2301            -22.8176            -22.6143            
 2018-08-08_17:21:13      -22.805             -22.2462            -22.8191            -22.6231            
 2018-08-08_17:21:23      -22.8073            -22.2412            -22.826             -22.6234            
 2018-08-08_17:21:33      -22.8176            -22.2485            -22.8264            -22.6254            
 2018-08-08_17:21:43      -22.8256            -22.2328            -22.8325            -22.6208            
 2018-08-08_17:21:53      -22.8096            -22.2267            -22.8172            -22.6112            
 2018-08-08_17:22:03      -22.8035            -22.2328            -22.8188            -22.5849            
 2018-08-08_17:22:13      -22.8096            -22.2439            -22.8252            -22.6021            
 2018-08-08_17:22:23      -22.8081            -22.2359            -22.823             -22.5834            
 2018-08-08_17:22:33      -22.8008            -22.2305            -22.8004            -22.596             
 2018-08-08_17:22:43      -22.7726            -22.2191            -22.7959            -22.5967            
 2018-08-08_17:22:53      -22.7791            -22.205             -22.794             -22.5677            
 2018-08-08_17:23:03      -22.7695            -22.1985            -22.7871            -22.5777            
 2018-08-08_17:23:13      -22.7661            -22.2107            -22.7894            -22.5777            
 2018-08-08_17:23:23      -22.773             -22.2244            -22.7875            -22.5845            
 2018-08-08_17:23:33      -22.7768            -22.2073            -22.7932            -22.5761            
 2018-08-08_17:23:43      -22.7642            -22.1886            -22.7768            -22.5861            
 2018-08-08_17:23:53      -22.7547            -22.1817            -22.776             -22.5555            
 2018-08-08_17:24:03      -22.7627            -22.1893            -22.7814            -22.5647            
 2018-08-08_17:24:13      -22.7592            -22.1855            -22.7745            -22.551             
 2018-08-08_17:24:23      -22.7654            -22.1836            -22.7825            -22.5567            
 2018-08-08_17:24:33      -22.7566            -22.1817            -22.7867            -22.554             
 2018-08-08_17:24:43      -22.7562            -22.1931            -22.7764            -22.5616            
 2018-08-08_17:24:53      -22.7722            -22.1924            -22.7867            -22.5609            
 2018-08-08_17:25:03      -22.7661            -22.1874            -22.7886            -22.5616            
 2018-08-08_17:25:13      -22.7806            -22.2046            -22.7928            -22.575             
 2018-08-08_17:25:23      -22.7692            -22.1863            -22.7871            -22.562             
 2018-08-08_17:25:33      -22.7631            -22.1741            -22.7814            -22.5357            
 2018-08-08_17:25:43      -22.7558            -22.1806            -22.7715            -22.5708            
 2018-08-08_17:25:53      -22.752             -22.1844            -22.7722            -22.5529            
 2018-08-08_17:26:03      -22.7455            -22.1703            -22.7699            -22.5456            
 2018-08-08_17:26:13      -22.7474            -22.1745            -22.7661            -22.5369            
 2018-08-08_17:26:23      -22.7516            -22.1661            -22.7657            -22.5445            
 2018-08-08_17:26:33      -22.736             -22.1802            -22.7592            -22.538             
 2018-08-08_17:26:43      -22.7577            -22.1935            -22.7676            -22.5449            
 2018-08-08_17:26:53      -22.7528            -22.1851            -22.7722            -22.5475            
 2018-08-08_17:27:03      -22.7478            -22.1848            -22.7642            -22.5464            
 2018-08-08_17:27:13      -22.7676            -22.1909            -22.7791            -22.5555            
 2018-08-08_17:27:23      -22.7669            -22.1996            -22.7867            -22.5552            
 2018-08-08_17:27:33      -22.7654            -22.1924            -22.7806            -22.5601            
 2018-08-08_17:27:43      -22.7577            -22.2008            -22.768             -22.5723            
 2018-08-08_17:27:53      -22.7646            -22.2118            -22.7818            -22.5853            
 2018-08-08_17:28:03      -22.7837            -22.2336            -22.7993            -22.5983            
 2018-08-08_17:28:13      -22.7783            -22.2267            -22.7959            -22.5899            
 2018-08-08_17:28:23      -22.7921            -22.2355            -22.8134            -22.5922            
 2018-08-08_17:28:33      -22.8104            -22.2328            -22.8306            -22.5906            
 2018-08-08_17:28:43      -22.823             -22.245             -22.8527            -22.6143            
 2018-08-08_17:28:53      -22.8386            -22.2595            -22.8592            -22.6437            
 2018-08-08_17:29:03      -22.8542            -22.2771            -22.8653            -22.6547            
 2018-08-08_17:29:13      -22.8733            -22.3095            -22.8905            -22.6646            
 2018-08-08_17:29:23      -22.8806            -22.3129            -22.8966            -22.6852            
 2018-08-08_17:29:33      -22.8825            -22.3213            -22.9027            -22.6948            
 2018-08-08_17:29:43      -22.9042            -22.3331            -22.9221            -22.6906            
 2018-08-08_17:29:53      -22.9256            -22.3431            -22.9393            -22.7028            
 2018-08-08_17:30:03      -22.9168            -22.3259            -22.9435            -22.7032            
 2018-08-08_17:30:13      -22.9263            -22.3534            -22.9454            -22.7165            
 2018-08-08_17:30:23      -22.9267            -22.3675            -22.9481            -22.7436            
 2018-08-08_17:30:33      -22.9481            -22.3915            -22.9546            -22.7692            
 2018-08-08_17:30:43      -22.9553            -22.4026            -22.9759            -22.7867            
 2018-08-08_17:30:53      -22.9668            -22.3965            -22.9912            -22.7768            
 2018-08-08_17:31:03      -22.99              -22.4167            -23.0152            -22.7821            
 2018-08-08_17:31:13      -23.0011            -22.43              -23.024             -22.789             
 2018-08-08_17:31:23      -23.0137            -22.4224            -23.04              -22.7859            
 2018-08-08_17:31:33      -23.0247            -22.4346            -23.0576            -22.8046            
 2018-08-08_17:31:43      -23.0305            -22.4487            -23.0511            -22.8256            
 2018-08-08_17:31:53      -23.0354            -22.4586            -23.0499            -22.8485            
 2018-08-08_17:32:03      -23.0568            -22.4861            -23.0614            -22.8477            
 2018-08-08_17:32:13      -23.0537            -22.4815            -23.0804            -22.8546            
 2018-08-08_17:32:23      -23.0606            -22.4964            -23.0797            -22.8493            
 2018-08-08_17:32:33      -23.0671            -22.4998            -23.0839            -22.8683            
 2018-08-08_17:32:43      -23.0713            -22.5082            -23.0934            -22.8893            
 2018-08-08_17:32:53      -23.101             -22.5201            -23.1125            -22.8874            
 2018-08-08_17:33:03      -23.1098            -22.541             -23.1316            -22.9042            
 2018-08-08_17:33:13      -23.1224            -22.5243            -23.1323            -22.9012            
 2018-08-08_17:33:23      -23.1266            -22.5319            -23.1354            -22.9073            
 2018-08-08_17:33:33      -23.127             -22.538             -23.1434            -22.9263            
 2018-08-08_17:33:43      -23.1339            -22.5502            -23.1575            -22.9393            
 2018-08-08_17:33:53      -23.1285            -22.5555            -23.1499            -22.9404            
 2018-08-08_17:34:03      -23.1514            -22.5613            -23.1636            -22.9355            
 2018-08-08_17:34:13      -23.143             -22.5761            -23.1606            -22.9359            
 2018-08-08_17:34:23      -23.1735            -22.5868            -23.1884            -22.9561            
 2018-08-08_17:34:33      -23.1888            -22.6059            -23.2048            -22.9729            
 2018-08-08_17:34:43      -23.1781            -22.6082            -23.2105            -22.9805            
 2018-08-08_17:34:53      -23.18              -22.6112            -23.2063            -23.0083            
 2018-08-08_17:35:03      -23.188             -22.6257            -23.2178            -23.0087            
 2018-08-08_17:35:13      -23.2018            -22.6536            -23.2212            -23.0236            
 2018-08-08_17:35:23      -23.2113            -22.6509            -23.2281            -23.0484            
 2018-08-08_17:35:33      -23.2323            -22.6723            -23.2506            -23.0438            
 2018-08-08_17:35:43      -23.2395            -22.67              -23.2567            -23.0453            
 2018-08-08_17:35:53      -23.259             -22.6753            -23.278             -23.0476            
 2018-08-08_17:36:03      -23.2719            -22.6852            -23.2834            -23.0541            
 2018-08-08_17:36:13      -23.2811            -22.7032            -23.3013            -23.0591            
 2018-08-08_17:36:23      -23.2956            -22.7131            -23.3112            -23.0602            
 2018-08-08_17:36:33      -23.3067            -22.7119            -23.3154            -23.09              
 2018-08-08_17:36:43      -23.3162            -22.7348            -23.3253            -23.1056            
 2018-08-08_17:36:53      -23.3212            -22.7478            -23.3326            -23.114             
 2018-08-08_17:37:03      -23.3253            -22.7428            -23.3555            -23.1182            
 2018-08-08_17:37:13      -23.32              -22.7417            -23.3459            -23.1121            
 2018-08-08_17:37:23      -23.328             -22.7493            -23.3528            -23.1232            
 2018-08-08_17:37:33      -23.32              -22.7257            -23.3402            -23.119             
 2018-08-08_17:37:43      -23.3208            -22.7463            -23.3421            -23.1236            
 2018-08-08_17:37:53      -23.3463            -22.7524            -23.3501            -23.1186            
 2018-08-08_17:38:03      -23.3528            -22.7715            -23.3707            -23.1407            
 2018-08-08_17:38:13      -23.3658            -22.7829            -23.3788            -23.1529            
 2018-08-08_17:38:23      -23.3795            -22.805             -23.3986            -23.1747            
 2018-08-08_17:38:33      -23.3765            -22.8069            -23.3959            -23.1941            
 2018-08-08_17:38:43      -23.3841            -22.826             -23.4119            -23.1915            
 2018-08-08_17:38:53      -23.3986            -22.8382            -23.4165            -23.2151            
 2018-08-08_17:39:03      -23.4142            -22.8386            -23.4344            -23.2197            
 2018-08-08_17:39:13      -23.4287            -22.8367            -23.447             -23.2101            
 2018-08-08_17:39:23      -23.423             -22.8497            -23.4482            -23.2265            
 2018-08-08_17:39:33      -23.4257            -22.86              -23.4528            -23.2357            
 2018-08-08_17:39:43      -23.4375            -22.8745            -23.465             -23.2452            
 2018-08-08_17:39:53      -23.4531            -22.8909            -23.4783            -23.2452            
 2018-08-08_17:40:03      -23.4669            -22.8916            -23.4901            -23.2559            
 2018-08-08_17:40:13      -23.4802            -22.8924            -23.5008            -23.2635            
 2018-08-08_17:40:23      -23.4711            -22.9023            -23.4901            -23.2719            
 2018-08-08_17:40:33      -23.4894            -22.9111            -23.5054            -23.291             
 2018-08-08_17:40:43      -23.4993            -22.9179            -23.5275            -23.3013            
 2018-08-08_17:40:53      -23.5054            -22.9469            -23.5382            -23.325             
 2018-08-08_17:41:03      -23.5146            -22.9496            -23.5306            -23.3208            
 2018-08-08_17:41:13      -23.5207            -22.9668            -23.5455            -23.3261            
 2018-08-08_17:41:23      -23.526             -22.9668            -23.5458            -23.3414            
 2018-08-08_17:41:33      -23.5489            -22.99              -23.5657            -23.373             
 2018-08-08_17:41:43      -23.5584            -22.9858            -23.5756            -23.3818            
 2018-08-08_17:41:53      -23.5409            -22.9942            -23.5603            -23.378             
 2018-08-08_17:42:03      -23.5565            -22.9897            -23.5756            -23.354             
 2018-08-08_17:42:13      -23.5565            -22.9748            -23.5779            -23.3437            
 2018-08-08_17:42:23      -23.5489            -22.9584            -23.5767            -23.3406            
 2018-08-08_17:42:33      -23.5508            -22.9733            -23.5752            -23.3517            
 2018-08-08_17:42:43      -23.5573            -22.9721            -23.5825            -23.3555            
 2018-08-08_17:42:53      -23.5619            -22.9721            -23.5828            -23.3398            
 2018-08-08_17:43:03      -23.5786            -22.9828            -23.5947            -23.3562            
 2018-08-08_17:43:13      -23.5779            -22.9973            -23.6019            -23.3612            
 2018-08-08_17:43:23      -23.5756            -23.0076            -23.6031            -23.3688            
 2018-08-08_17:43:33      -23.5947            -23.0125            -23.6084            -23.3971            
 2018-08-08_17:43:43      -23.5878            -23.0129            -23.6217            -23.3871            
 2018-08-08_17:43:53      -23.6012            -23.0133            -23.6275            -23.3791            
 2018-08-08_17:44:03      -23.6282            -23.0457            -23.6443            -23.3902            
 2018-08-08_17:44:13      -23.6404            -23.0598            -23.6572            -23.4322            
 2018-08-08_17:44:23      -23.6416            -23.0564            -23.6702            -23.4375            
 2018-08-08_17:44:33      -23.6595            -23.0659            -23.6736            -23.4432            
 2018-08-08_17:44:43      -23.671             -23.0713            -23.6942            -23.4261            
 2018-08-08_17:44:53      -23.6721            -23.0652            -23.7015            -23.4352            
 2018-08-08_17:45:03      -23.6862            -23.0782            -23.7114            -23.4566            
 2018-08-08_17:45:13      -23.6839            -23.0873            -23.7129            -23.4657            
 2018-08-08_17:45:23      -23.6885            -23.1106            -23.7164            -23.4844            
 2018-08-08_17:45:33      -23.6996            -23.1174            -23.7278            -23.4871            
 2018-08-08_17:45:43      -23.7022            -23.1461            -23.7217            -23.5046            
 2018-08-08_17:45:53      -23.7099            -23.1216            -23.7202            -23.4905            
 2018-08-08_17:46:03      -23.7015            -23.114             -23.7244            -23.4909            
 2018-08-08_17:46:13      -23.7049            -23.1209            -23.7305            -23.4955            
 2018-08-08_17:46:23      -23.7289            -23.1514            -23.7492            -23.5367            
 2018-08-08_17:46:33      -23.7324            -23.1567            -23.7461            -23.5287            
 2018-08-08_17:46:43      -23.7381            -23.1796            -23.7625            -23.5497            
 2018-08-08_17:46:53      -23.748             -23.185             -23.774             -23.5649            
 2018-08-08_17:47:03      -23.753             -23.201             -23.7743            -23.5691            
 2018-08-08_17:47:13      -23.7484            -23.2014            -23.7766            -23.571             
 2018-08-08_17:47:23      -23.7625            -23.1888            -23.7923            -23.5512            
 2018-08-08_17:47:33      -23.7751            -23.1968            -23.7961            -23.5802            
 2018-08-08_17:47:43      -23.7717            -23.2059            -23.7968            -23.5764            
 2018-08-08_17:47:53      -23.7877            -23.2063            -23.8117            -23.5748            
 2018-08-08_17:48:03      -23.7999            -23.2216            -23.8228            -23.5794            
 2018-08-08_17:48:13      -23.8029            -23.2113            -23.8319            -23.5931            
 2018-08-08_17:48:23      -23.7995            -23.2155            -23.8243            -23.5817            
 2018-08-08_17:48:33      -23.7946            -23.2193            -23.8277            -23.6137            
 2018-08-08_17:48:43      -23.8029            -23.2338            -23.8358            -23.6115            
 2018-08-08_17:48:53      -23.8033            -23.2216            -23.8365            -23.5962            
 2018-08-08_17:49:03      -23.8163            -23.2288            -23.8472            -23.5992            
 2018-08-08_17:49:13      -23.8113            -23.2487            -23.8411            -23.6191            
 2018-08-08_17:49:23      -23.8113            -23.2422            -23.8407            -23.6286            
 2018-08-08_17:49:33      -23.8346            -23.2567            -23.8503            -23.6237            
 2018-08-08_17:49:43      -23.8419            -23.2475            -23.8636            -23.6267            
 2018-08-08_17:49:53      -23.8358            -23.2651            -23.8613            -23.6267            
 2018-08-08_17:50:03      -23.8647            -23.2788            -23.8762            -23.6595            
 2018-08-08_17:50:13      -23.8567            -23.2838            -23.8724            -23.6515            
 2018-08-08_17:50:23      -23.8571            -23.2861            -23.8815            -23.6519            
 2018-08-08_17:50:33      -23.8602            -23.2899            -23.8991            -23.6645            
 2018-08-08_17:50:43      -23.8667            -23.3009            -23.8968            -23.6713            
 2018-08-08_17:50:53      -23.8678            -23.2994            -23.9002            -23.6736            
 2018-08-08_17:51:03      -23.88              -23.3124            -23.896             -23.671             
 2018-08-08_17:51:13      -23.896             -23.307             -23.9128            -23.6774            
 2018-08-08_17:51:23      -23.8922            -23.3212            -23.9098            -23.687             
 2018-08-08_17:51:33      -23.8968            -23.3093            -23.9208            -23.6816            
 2018-08-08_17:51:43      -23.8956            -23.304             -23.9319            -23.6744            
 2018-08-08_17:51:53      -23.9059            -23.3143            -23.9349            -23.6988            
 2018-08-08_17:52:03      -23.9155            -23.3322            -23.9338            -23.7209            
 2018-08-08_17:52:13      -23.9246            -23.3364            -23.9376            -23.6984            
 2018-08-08_17:52:23      -23.9174            -23.3383            -23.9403            -23.7175            
 2018-08-08_17:52:33      -23.9319            -23.3543            -23.9578            -23.7251            
 2018-08-08_17:52:43      -23.9265            -23.3631            -23.9647            -23.732             
 2018-08-08_17:52:53      -23.9296            -23.357             -23.9578            -23.7244            
 2018-08-08_17:53:03      -23.933             -23.3387            -23.9582            -23.7122            
 2018-08-08_17:53:13      -23.9395            -23.3486            -23.9681            -23.7179            
 2018-08-08_17:53:23      -23.9525            -23.3662            -23.9891            -23.7385            
 2018-08-08_17:53:33      -23.9517            -23.3807            -23.9796            -23.7495            
 2018-08-08_17:53:43      -23.967             -23.3761            -23.9952            -23.7453            
 2018-08-08_17:53:53      -23.9731            -23.3871            -24.0074            -23.7541            
 2018-08-08_17:54:03      -23.9815            -23.3929            -24.0089            -23.7587            
