 TIME                     Farbe_links [C]     Farbe_rechts [C]    Tape_links [C]      Tape_rechts [C]     
 2018-08-09_16:07:23      9.9e+37             -5.5298             -4.8817             -5.5847             
 2018-08-09_16:07:34      9.9e+37             -5.5302             -4.8813             -5.5805             
 2018-08-09_16:07:45      9.9e+37             -5.5374             -4.8786             -5.5859             
 2018-08-09_16:07:55      9.9e+37             -5.5416             -4.8737             -5.5969             
 2018-08-09_16:08:06      9.9e+37             -5.5489             -4.892              -5.5984             
 2018-08-09_16:08:17      9.9e+37             -5.5519             -4.8927             -5.6053             
 2018-08-09_16:08:27      9.9e+37             -5.5458             -4.8866             -5.6011             
 2018-08-09_16:08:38      9.9e+37             -5.5405             -4.8813             -5.6007             
 2018-08-09_16:08:49      9.9e+37             -5.5336             -4.8721             -5.5916             
 2018-08-09_16:08:59      9.9e+37             -5.5363             -4.8851             -5.5889             
 2018-08-09_16:09:10      9.9e+37             -5.5393             -5.4062             -5.5954             
 2018-08-09_16:09:21      9.9e+37             -5.9788             -6.4926             -6.7184             
 2018-08-09_16:09:31      9.9e+37             -7.2826             -7.3265             -7.8308             
 2018-08-09_16:09:42      9.9e+37             -8.2314             -8.0528             -8.6777             
 2018-08-09_16:09:53      9.9e+37             -8.963              -8.6254             -9.3193             
 2018-08-09_16:10:03      9.9e+37             -9.5371             -9.0813             -9.8244             
 2018-08-09_16:10:14      9.9e+37             -9.9777             -9.4555             -10.2272            
 2018-08-09_16:10:25      9.9e+37             -10.3123            -9.7427             -10.5186            
 2018-08-09_16:10:35      9.9e+37             -10.5774            -9.9648             -10.7559            
 2018-08-09_16:10:46      9.9e+37             -10.7723            -10.1509            -10.9421            
 2018-08-09_16:10:57      9.9e+37             -10.9394            -10.302             -11.0912            
 2018-08-09_16:11:07      9.9e+37             -11.068             -10.4237            -11.2228            
 2018-08-09_16:11:18      9.9e+37             -11.1954            -10.5331            -11.3365            
 2018-08-09_16:11:28      9.9e+37             -11.2854            -10.6335            -11.4204            
 2018-08-09_16:11:39      9.9e+37             -11.3628            -10.7071            -11.4685            
 2018-08-09_16:11:50      9.9e+37             -11.4189            -10.7559            -11.5364            
 2018-08-09_16:12:00      9.9e+37             -11.4689            -10.7971            -11.5822            
 2018-08-09_16:12:11      9.9e+37             -11.5189            -10.8547            -11.618             
 2018-08-09_16:12:22      9.9e+37             -11.5513            -10.8795            -11.6722            
 2018-08-09_16:12:32      9.9e+37             -11.5879            -10.9077            -11.6955            
 2018-08-09_16:12:43      9.9e+37             -11.6203            -10.9222            -11.7233            
 2018-08-09_16:12:54      9.9e+37             -11.6283            -10.9337            -11.7256            
 2018-08-09_16:13:04      9.9e+37             -11.655             -10.9413            -11.7439            
 2018-08-09_16:13:15      9.9e+37             -11.6714            -10.9543            -11.7538            
 2018-08-09_16:13:26      9.9e+37             -11.6764            -10.9756            -11.7619            
 2018-08-09_16:13:36      9.9e+37             -11.6814            -10.981             -11.776             
 2018-08-09_16:13:47      9.9e+37             -11.6978            -10.9852            -11.7851            
 2018-08-09_16:13:58      9.9e+37             -11.7004            -11.0027            -11.7836            
 2018-08-09_16:14:08      9.9e+37             -11.7004            -10.997             -11.7905            
 2018-08-09_16:14:19      9.9e+37             -11.7157            -11.0195            -11.795             
 2018-08-09_16:14:30      9.9e+37             -11.7149            -11.0313            -11.805             
 2018-08-09_16:14:40      9.9e+37             -11.721             -11.0287            -11.8183            
 2018-08-09_16:14:51      9.9e+37             -11.7241            -11.0306            -11.813             
 2018-08-09_16:15:02      9.9e+37             -11.7264            -11.0374            -11.8279            
 2018-08-09_16:15:13      9.9e+37             -11.7363            -11.0558            -11.8382            
 2018-08-09_16:15:23      9.9e+37             -11.7249            -11.058             -11.8267            
 2018-08-09_16:15:34      9.9e+37             -11.739             -11.0558            -11.8362            
 2018-08-09_16:15:45      9.9e+37             -11.7344            -11.0477            -11.8362            
 2018-08-09_16:15:55      9.9e+37             -11.7397            -11.0367            -11.8355            
 2018-08-09_16:16:06      9.9e+37             -11.7401            -11.0367            -11.8374            
 2018-08-09_16:16:17      9.9e+37             -11.7447            -11.0516            -11.8401            
 2018-08-09_16:16:27      9.9e+37             -11.7485            -11.063             -11.8477            
 2018-08-09_16:16:38      9.9e+37             -11.7512            -11.0649            -11.8488            
 2018-08-09_16:16:49      9.9e+37             -11.7569            -11.0641            -11.8515            
 2018-08-09_16:16:59      9.9e+37             -11.7607            -11.0756            -11.8561            
 2018-08-09_16:17:10      9.9e+37             -11.7714            -11.0832            -11.8622            
 2018-08-09_16:17:21      9.9e+37             -11.7798            -11.0626            -11.8706            
 2018-08-09_16:17:31      9.9e+37             -11.776             -11.071             -11.866             
 2018-08-09_16:17:42      9.9e+37             -11.7718            -11.0764            -11.8664            
 2018-08-09_16:17:53      9.9e+37             -11.7729            -11.0756            -11.8641            
 2018-08-09_16:18:03      9.9e+37             -11.7813            -11.0802            -11.8752            
 2018-08-09_16:18:14      9.9e+37             -11.7496            -11.0535            -11.8126            
 2018-08-09_16:18:25      9.9e+37             -11.6646            -10.968             -11.7367            
 2018-08-09_16:18:35      9.9e+37             -11.6131            -10.8803            -11.6829            
 2018-08-09_16:18:46      9.9e+37             -11.5593            -10.8208            -11.6325            
 2018-08-09_16:18:57      9.9e+37             -11.5135            -10.7761            -11.5852            
 2018-08-09_16:19:07      9.9e+37             -11.4761            -10.7391            -11.5623            
 2018-08-09_16:19:18      9.9e+37             -11.4433            -10.7208            -11.5417            
 2018-08-09_16:19:29      9.9e+37             -11.4113            -10.6976            -11.5124            
 2018-08-09_16:19:39      9.9e+37             -11.401             -10.6735            -11.5044            
 2018-08-09_16:19:50      9.9e+37             -11.3823            -10.6716            -11.4754            
 2018-08-09_16:20:01      9.9e+37             -11.3594            -10.6628            -11.4609            
 2018-08-09_16:20:11      9.9e+37             -11.3544            -10.6495            -11.4525            
 2018-08-09_16:20:22      9.9e+37             -11.3552            -10.6339            -11.4418            
 2018-08-09_16:20:33      9.9e+37             -11.3449            -10.6293            -11.4395            
 2018-08-09_16:20:43      9.9e+37             -11.3384            -10.6236            -11.4304            
 2018-08-09_16:20:54      9.9e+37             -11.3266            -10.6163            -11.4212            
 2018-08-09_16:21:05      9.9e+37             -11.3266            -10.6125            -11.4174            
 2018-08-09_16:21:15      9.9e+37             -11.3262            -10.6079            -11.4204            
 2018-08-09_16:21:26      9.9e+37             -11.3258            -10.5949            -11.4136            
 2018-08-09_16:21:37      9.9e+37             -11.3197            -10.6056            -11.4063            
 2018-08-09_16:21:47      9.9e+37             -11.306             -10.614             -11.3968            
 2018-08-09_16:21:58      9.9e+37             -11.3098            -10.6014            -11.3945            
 2018-08-09_16:22:09      9.9e+37             -11.3041            -10.5915            -11.3918            
 2018-08-09_16:22:19      9.9e+37             -11.306             -10.5984            -11.4059            
 2018-08-09_16:22:30      9.9e+37             -11.3136            -10.5927            -11.401             
 2018-08-09_16:22:41      9.9e+37             -11.2991            -10.5911            -11.4197            
 2018-08-09_16:22:51      9.9e+37             -11.3087            -10.5804            -11.4056            
 2018-08-09_16:23:02      9.9e+37             -11.3148            -10.5778            -11.3949            
 2018-08-09_16:23:12      9.9e+37             -11.3136            -10.5804            -11.4113            
 2018-08-09_16:23:23      9.9e+37             -11.3293            -10.5858            -11.4136            
 2018-08-09_16:23:34      9.9e+37             -11.3148            -10.5942            -11.4025            
 2018-08-09_16:23:44      9.9e+37             -11.3144            -10.5991            -11.3861            
 2018-08-09_16:23:55      9.9e+37             -11.3075            -10.5858            -11.3991            
 2018-08-09_16:24:06      9.9e+37             -11.3091            -10.5766            -11.4075            
 2018-08-09_16:24:16      9.9e+37             -11.3182            -10.5839            -11.4128            
 2018-08-09_16:24:27      9.9e+37             -11.3243            -10.5846            -11.4067            
 2018-08-09_16:24:38      9.9e+37             -11.3297            -10.6041            -11.4182            
 2018-08-09_16:24:48      9.9e+37             -11.3228            -10.6121            -11.4067            
 2018-08-09_16:24:59      9.9e+37             -11.335             -10.6129            -11.422             
 2018-08-09_16:25:10      9.9e+37             -11.3304            -10.6056            -11.4281            
 2018-08-09_16:25:20      9.9e+37             -11.3358            -10.6174            -11.4231            
 2018-08-09_16:25:31      9.9e+37             -11.3472            -10.6186            -11.4323            
 2018-08-09_16:25:42      9.9e+37             -11.3487            -10.6136            -11.4338            
 2018-08-09_16:25:52      9.9e+37             -11.3377            -10.6113            -11.4227            
 2018-08-09_16:26:03      9.9e+37             -11.3426            -10.6064            -11.4231            
 2018-08-09_16:26:14      9.9e+37             -11.3293            -10.6201            -11.4227            
 2018-08-09_16:26:24      9.9e+37             -11.343             -10.6102            -11.4399            
 2018-08-09_16:26:35      9.9e+37             -11.348             -10.9657            -11.5314            
 2018-08-09_16:26:46      9.9e+37             -11.7519            -11.4128            -12.1265            
 2018-08-09_16:26:56      9.9e+37             -12.2917            -11.7668            -12.5832            
 2018-08-09_16:27:07      9.9e+37             -12.6747            -12.064             -12.9181            
 2018-08-09_16:27:18      9.9e+37             -12.9616            -12.2952            -13.1756            
 2018-08-09_16:27:28      9.9e+37             -13.1844            -12.4855            -13.3682            
 2018-08-09_16:27:39      9.9e+37             -13.3568            -12.6411            -13.5193            
 2018-08-09_16:27:50      9.9e+37             -13.4853            -12.7571            -13.6353            
 2018-08-09_16:28:00      9.9e+37             -13.5925            -12.8323            -13.7207            
 2018-08-09_16:28:11      9.9e+37             -13.6635            -12.9074            -13.7886            
 2018-08-09_16:28:22      9.9e+37             -13.7341            -12.9601            -13.8489            
 2018-08-09_16:28:32      9.9e+37             -13.7779            -13.0035            -13.8958            
 2018-08-09_16:28:43      9.9e+37             -13.8153            -13.0371            -13.9221            
 2018-08-09_16:28:54      9.9e+37             -13.8401            -13.0676            -13.9454            
 2018-08-09_16:29:04      9.9e+37             -13.8729            -13.105             -13.9809            
 2018-08-09_16:29:15      9.9e+37             -13.9015            -13.1256            -13.9904            
 2018-08-09_16:29:26      9.9e+37             -13.9153            -13.1615            -14.027             
 2018-08-09_16:29:36      9.9e+37             -13.9328            -13.1737            -14.0335            
 2018-08-09_16:29:47      9.9e+37             -13.9477            -13.1786            -14.0404            
 2018-08-09_16:29:58      9.9e+37             -13.9488            -13.1706            -14.0518            
 2018-08-09_16:30:08      9.9e+37             -13.9618            -13.1878            -14.0541            
 2018-08-09_16:30:19      9.9e+37             -13.9614            -13.1893            -14.064             
 2018-08-09_16:30:30      9.9e+37             -13.9732            -13.2133            -14.0709            
 2018-08-09_16:30:40      9.9e+37             -13.9851            -13.2088            -14.0762            
 2018-08-09_16:30:51      9.9e+37             -13.9801            -13.1817            -14.0896            
 2018-08-09_16:31:02      9.9e+37             -13.9893            -13.1943            -14.0808            
 2018-08-09_16:31:12      9.9e+37             -13.9908            -13.2107            -14.0823            
 2018-08-09_16:31:23      9.9e+37             -14.0072            -13.2019            -14.0942            
 2018-08-09_16:31:34      9.9e+37             -14.003             -13.2088            -14.1102            
 2018-08-09_16:31:44      9.9e+37             -14.0205            -13.2126            -14.1102            
 2018-08-09_16:31:55      9.9e+37             -14.0091            -13.2118            -14.0808            
 2018-08-09_16:32:06      9.9e+37             -13.9908            -13.2275            -14.0747            
 2018-08-09_16:32:16      9.9e+37             -13.9992            -13.2107            -14.0831            
 2018-08-09_16:32:27      9.9e+37             -13.9961            -13.2336            -14.0846            
 2018-08-09_16:32:38      9.9e+37             -13.9969            -13.2374            -14.0831            
 2018-08-09_16:32:48      9.9e+37             -14.0053            -13.2545            -14.0846            
 2018-08-09_16:32:59      9.9e+37             -13.998             -13.2454            -14.0907            
 2018-08-09_16:33:10      9.9e+37             -14.0083            -13.2256            -14.0938            
 2018-08-09_16:33:20      9.9e+37             -14.0148            -13.2179            -14.1129            
 2018-08-09_16:33:31      9.9e+37             -14.0263            -13.2111            -14.106             
 2018-08-09_16:33:42      9.9e+37             -14.032             -13.224             -14.1087            
 2018-08-09_16:33:52      9.9e+37             -14.0228            -13.221             -14.1083            
 2018-08-09_16:34:03      9.9e+37             -14.0144            -13.2202            -14.1064            
 2018-08-09_16:34:14      9.9e+37             -14.0152            -13.2431            -14.1071            
 2018-08-09_16:34:24      9.9e+37             -14.0053            -13.2412            -14.1083            
 2018-08-09_16:34:35      9.9e+37             -14.016             -13.2435            -14.1186            
 2018-08-09_16:34:46      9.9e+37             -14.0076            -13.2496            -14.1022            
 2018-08-09_16:34:56      9.9e+37             -13.9893            -13.258             -14.1022            
 2018-08-09_16:35:07      9.9e+37             -14.0007            -13.2511            -14.1167            
 2018-08-09_16:35:18      9.9e+37             -14.0007            -13.2423            -14.1083            
 2018-08-09_16:35:28      9.9e+37             -13.9801            -13.2263            -14.0579            
 2018-08-09_16:35:39      9.9e+37             -13.9496            -13.1935            -14.032             
 2018-08-09_16:35:49      9.9e+37             -13.9099            -13.1535            -14.0022            
 2018-08-09_16:36:00      9.9e+37             -13.8863            -13.1264            -13.9793            
 2018-08-09_16:36:11      9.9e+37             -13.8725            -13.1088            -13.9458            
 2018-08-09_16:36:21      9.9e+37             -13.8489            -13.0966            -13.9442            
 2018-08-09_16:36:32      9.9e+37             -13.8382            -13.0936            -13.94              
 2018-08-09_16:36:43      9.9e+37             -13.8481            -13.0772            -13.9317            
 2018-08-09_16:36:53      9.9e+37             -13.8252            -13.0581            -13.9256            
 2018-08-09_16:37:04      9.9e+37             -13.818             -13.0405            -13.9172            
 2018-08-09_16:37:15      9.9e+37             -13.8123            -13.0569            -13.913             
 2018-08-09_16:37:25      9.9e+37             -13.8081            -13.0562            -13.903             
 2018-08-09_16:37:36      9.9e+37             -13.8035            -13.0508            -13.9156            
 2018-08-09_16:37:47      9.9e+37             -13.8081            -13.0531            -13.9088            
 2018-08-09_16:37:57      9.9e+37             -13.8004            -13.0482            -13.8943            
 2018-08-09_16:38:08      9.9e+37             -13.8               -13.0287            -13.9053            
 2018-08-09_16:38:19      9.9e+37             -13.7978            -13.0283            -13.8924            
 2018-08-09_16:38:29      9.9e+37             -13.7989            -13.0383            -13.9027            
 2018-08-09_16:38:40      9.9e+37             -13.8096            -13.0322            -13.9057            
 2018-08-09_16:38:51      9.9e+37             -13.7955            -13.0425            -13.9015            
 2018-08-09_16:39:01      9.9e+37             -13.7947            -13.0329            -13.8859            
 2018-08-09_16:39:12      9.9e+37             -13.7886            -13.036             -13.8882            
 2018-08-09_16:39:23      9.9e+37             -13.8               -13.0375            -13.9               
 2018-08-09_16:39:33      9.9e+37             -13.7955            -13.0264            -13.8939            
 2018-08-09_16:39:44      9.9e+37             -13.7821            -13.0497            -13.8847            
 2018-08-09_16:39:55      9.9e+37             -13.7955            -13.0547            -13.8855            
 2018-08-09_16:40:05      9.9e+37             -13.784             -13.0508            -13.8802            
 2018-08-09_16:40:16      9.9e+37             -13.7798            -13.0371            -13.887             
 2018-08-09_16:40:27      9.9e+37             -13.7913            -13.0241            -13.8882            
 2018-08-09_16:40:37      9.9e+37             -13.8866            -13.0955            -14.2235            
 2018-08-09_16:40:48      9.9e+37             -14.3684            -13.6681            -14.6763            
 2018-08-09_16:40:59      9.9e+37             -14.7743            -14.0545            -15.0314            
 2018-08-09_16:41:09      9.9e+37             -15.0707            -14.3482            -15.2882            
 2018-08-09_16:41:20      9.9e+37             -15.3137            -14.5691            -15.4961            
 2018-08-09_16:41:31      9.9e+37             -15.472             -14.7339            -15.6578            
 2018-08-09_16:41:41      9.9e+37             -15.6036            -14.8685            -15.7715            
 2018-08-09_16:41:52      9.9e+37             -15.6948            -14.9632            -15.8577            
 2018-08-09_16:42:03      9.9e+37             -15.7581            -15.0307            -15.9225            
 2018-08-09_16:42:13      9.9e+37             -15.8031            -15.0932            -15.9615            
 2018-08-09_16:42:24      9.9e+37             -15.8398            -15.1398            -15.9935            
 2018-08-09_16:42:35      9.9e+37             -15.881             -15.1848            -16.0316            
 2018-08-09_16:42:45      9.9e+37             -15.9122            -15.2267            -16.0664            
 2018-08-09_16:42:56      9.9e+37             -15.9401            -15.2512            -16.0858            
 2018-08-09_16:43:07      9.9e+37             -15.9489            -15.2714            -16.1011            
 2018-08-09_16:43:17      9.9e+37             -15.9554            -15.2866            -16.0984            
 2018-08-09_16:43:28      9.9e+37             -15.9664            -15.2836            -16.1102            
 2018-08-09_16:43:39      9.9e+37             -15.9817            -15.3145            -16.1331            
 2018-08-09_16:43:49      9.9e+37             -16.0042            -15.3526            -16.1587            
 2018-08-09_16:44:00      9.9e+37             -16.0255            -15.3469            -16.18              
 2018-08-09_16:44:11      9.9e+37             -16.0374            -15.3374            -16.1957            
 2018-08-09_16:44:21      9.9e+37             -16.0324            -15.3137            -16.1823            
 2018-08-09_16:44:32      9.9e+37             -16.0229            -15.3095            -16.1873            
 2018-08-09_16:44:43      9.9e+37             -16.0286            -15.3313            -16.1877            
 2018-08-09_16:44:53      9.9e+37             -16.0423            -15.3625            -16.1839            
 2018-08-09_16:45:04      9.9e+37             -16.0336            -15.3618            -16.18              
 2018-08-09_16:45:15      9.9e+37             -16.0419            -15.3622            -16.1804            
 2018-08-09_16:45:25      9.9e+37             -16.0378            -15.3679            -16.18              
 2018-08-09_16:45:36      9.9e+37             -16.0519            -15.3763            -16.2075            
 2018-08-09_16:45:47      9.9e+37             -16.0599            -15.3667            -16.1957            
 2018-08-09_16:45:57      9.9e+37             -16.0645            -15.377             -16.2014            
 2018-08-09_16:46:08      9.9e+37             -16.0702            -15.3824            -16.2106            
 2018-08-09_16:46:19      9.9e+37             -16.0637            -15.377             -16.2144            
 2018-08-09_16:46:29      9.9e+37             -16.0614            -15.3748            -16.2083            
 2018-08-09_16:46:40      9.9e+37             -16.0633            -15.3797            -16.2201            
 2018-08-09_16:46:51      9.9e+37             -16.0812            -15.3893            -16.2239            
 2018-08-09_16:47:01      9.9e+37             -16.0717            -15.3969            -16.2209            
 2018-08-09_16:47:12      9.9e+37             -16.0706            -15.4156            -16.2132            
 2018-08-09_16:47:23      9.9e+37             -16.0583            -15.4129            -16.2056            
 2018-08-09_16:47:33      9.9e+37             -16.0549            -15.4015            -16.1995            
 2018-08-09_16:47:44      9.9e+37             -16.0477            -15.3858            -16.1957            
 2018-08-09_16:47:55      9.9e+37             -16.0572            -15.3923            -16.1995            
 2018-08-09_16:48:05      9.9e+37             -16.0568            -15.3793            -16.2117            
 2018-08-09_16:48:16      9.9e+37             -16.0645            -15.3854            -16.1987            
 2018-08-09_16:48:27      9.9e+37             -16.0629            -15.3866            -16.2136            
 2018-08-09_16:48:37      9.9e+37             -16.069             -15.3912            -16.2109            
 2018-08-09_16:48:48      9.9e+37             -16.0713            -15.3969            -16.2186            
 2018-08-09_16:48:59      9.9e+37             -16.0717            -15.3824            -16.214             
 2018-08-09_16:49:09      9.9e+37             -16.0648            -15.3847            -16.2071            
 2018-08-09_16:49:20      9.9e+37             -16.053             -15.3751            -16.193             
 2018-08-09_16:49:31      9.9e+37             -16.0404            -15.4053            -16.1819            
 2018-08-09_16:49:41      9.9e+37             -16.0431            -15.3996            -16.185             
 2018-08-09_16:49:52      9.9e+37             -16.0469            -15.403             -16.1957            
 2018-08-09_16:50:03      9.9e+37             -16.0564            -15.6597            -16.1995            
 2018-08-09_16:50:13      9.9e+37             -16.0809            -16.0267            -16.571             
 2018-08-09_16:50:24      9.9e+37             -16.6737            -16.3261            -17.012             
 2018-08-09_16:50:35      9.9e+37             -17.0433            -16.5573            -17.3222            
 2018-08-09_16:50:45      9.9e+37             -17.3126            -16.7667            -17.5671            
 2018-08-09_16:50:56      9.9e+37             -17.5034            -16.9174            -17.7116            
 2018-08-09_16:51:07      9.9e+37             -17.6178            -17.0368            -17.8314            
 2018-08-09_16:51:17      9.9e+37             -17.7292            -17.1211            -17.9184            
 2018-08-09_16:51:28      9.9e+37             -17.7986            -17.1883            -17.9962            
 2018-08-09_16:51:39      9.9e+37             -17.8711            -17.2379            -18.0584            
 2018-08-09_16:51:49      9.9e+37             -17.9234            -17.2653            -18.1046            
 2018-08-09_16:52:00      9.9e+37             -17.9634            -17.3016            -18.137             
 2018-08-09_16:52:11      9.9e+37             -17.9787            -17.337             -18.1499            
 2018-08-09_16:52:21      9.9e+37             -17.9993            -17.3477            -18.1683            
 2018-08-09_16:52:32      9.9e+37             -18.0187            -17.3634            -18.1816            
 2018-08-09_16:52:43      9.9e+37             -18.0244            -17.3664            -18.19              
 2018-08-09_16:52:53      9.9e+37             -18.0473            -17.3698            -18.2045            
 2018-08-09_16:53:04      9.9e+37             -18.0527            -17.3882            -18.2007            
 2018-08-09_16:53:15      9.9e+37             -18.0542            -17.3965            -18.2087            
 2018-08-09_16:53:25      9.9e+37             -18.0557            -17.4088            -18.2079            
 2018-08-09_16:53:36      9.9e+37             -18.0435            -17.3996            -18.2087            
 2018-08-09_16:53:47      9.9e+37             -18.0527            -17.3981            -18.2117            
 2018-08-09_16:53:57      9.9e+37             -18.0733            -17.4179            -18.2346            
 2018-08-09_16:54:08      9.9e+37             -18.0786            -17.4126            -18.256             
 2018-08-09_16:54:19      9.9e+37             -18.0923            -17.4194            -18.2667            
 2018-08-09_16:54:29      9.9e+37             -18.0859            -17.4072            -18.243             
 2018-08-09_16:54:40      9.9e+37             -18.0847            -17.4042            -18.2182            
 2018-08-09_16:54:51      9.9e+37             -18.0748            -17.4084            -18.2297            
 2018-08-09_16:55:01      9.9e+37             -18.0672            -17.411             -18.2465            
 2018-08-09_16:55:12      9.9e+37             -18.0801            -17.4072            -18.2377            
 2018-08-09_16:55:23      9.9e+37             -18.0771            -17.4034            -18.2384            
 2018-08-09_16:55:33      9.9e+37             -18.0794            -17.4179            -18.2491            
 2018-08-09_16:55:44      9.9e+37             -18.0668            -17.4347            -18.2316            
 2018-08-09_16:55:55      9.9e+37             -18.0847            -17.4393            -18.2457            
 2018-08-09_16:56:05      9.9e+37             -18.0931            -17.4206            -18.2571            
 2018-08-09_16:56:16      9.9e+37             -18.0893            -17.4061            -18.2518            
 2018-08-09_16:56:26      9.9e+37             -18.0885            -17.4023            -18.2568            
 2018-08-09_16:56:37      9.9e+37             -18.0817            -17.4194            -18.2358            
 2018-08-09_16:56:48      9.9e+37             -18.0756            -17.4278            -18.2457            
 2018-08-09_16:56:58      9.9e+37             -18.084             -17.4385            -18.2552            
 2018-08-09_16:57:09      9.9e+37             -18.0984            -17.4385            -18.2594            
 2018-08-09_16:57:20      9.9e+37             -18.0824            -17.4393            -18.2468            
 2018-08-09_16:57:30      9.9e+37             -18.0969            -17.4377            -18.2571            
 2018-08-09_16:57:41      9.9e+37             -18.0889            -17.424             -18.2434            
 2018-08-09_16:57:52      9.9e+37             -18.1023            -17.4301            -18.2507            
 2018-08-09_16:58:02      9.9e+37             -18.0893            -17.4416            -18.2549            
 2018-08-09_16:58:13      9.9e+37             -18.0916            -17.4381            -18.2575            
 2018-08-09_16:58:24      9.9e+37             -18.095             -17.4522            -18.2503            
 2018-08-09_16:58:34      9.9e+37             -18.0969            -17.4492            -18.2556            
 2018-08-09_16:58:45      9.9e+37             -18.0996            -17.4377            -18.2575            
 2018-08-09_16:58:56      9.9e+37             -18.0969            -17.4377            -18.251             
 2018-08-09_16:59:06      9.9e+37             -18.0862            -17.4484            -18.243             
 2018-08-09_16:59:17      9.9e+37             -18.0885            -17.4583            -18.2499            
 2018-08-09_16:59:28      9.9e+37             -18.0885            -17.4412            -18.2564            
 2018-08-09_16:59:38      9.9e+37             -18.1007            -17.4431            -18.2655            
 2018-08-09_16:59:49      9.9e+37             -18.1126            -17.4339            -18.2709            
 2018-08-09_17:00:00      9.9e+37             -18.1099            -17.4469            -18.2644            
 2018-08-09_17:00:11      9.9e+37             -18.108             -17.4252            -18.2606            
 2018-08-09_17:00:21      9.9e+37             -18.0923            -17.4339            -18.2621            
 2018-08-09_17:00:32      9.9e+37             -18.1034            -17.4385            -18.2709            
 2018-08-09_17:00:43      9.9e+37             -18.1183            -17.4652            -18.2613            
 2018-08-09_17:00:53      9.9e+37             -18.1168            -17.4591            -18.2556            
 2018-08-09_17:01:04      9.9e+37             -18.1072            -17.4545            -18.2636            
 2018-08-09_17:01:15      9.9e+37             -18.1061            -17.4393            -18.2594            
 2018-08-09_17:01:25      9.9e+37             -18.1004            -17.4301            -18.2533            
 2018-08-09_17:01:36      9.9e+37             -18.1091            -17.4335            -18.2693            
 2018-08-09_17:01:47      9.9e+37             -18.1103            -17.4343            -18.2709            
 2018-08-09_17:01:57      9.9e+37             -18.1149            -17.4171            -18.2625            
 2018-08-09_17:02:08      9.9e+37             -18.108             -17.4133            -18.2594            
 2018-08-09_17:02:19      9.9e+37             -18.1042            -17.4145            -18.2449            
 2018-08-09_17:02:29      9.9e+37             -18.0901            -17.4095            -18.2468            
 2018-08-09_17:02:40      9.9e+37             -18.1129            -17.4133            -18.2613            
 2018-08-09_17:02:51      9.9e+37             -18.1076            -17.4263            -18.2617            
 2018-08-09_17:03:01      9.9e+37             -18.1168            -17.4393            -18.2636            
 2018-08-09_17:03:12      9.9e+37             -18.1236            -17.4332            -18.2823            
 2018-08-09_17:03:23      9.9e+37             -18.1313            -17.4484            -18.2858            
 2018-08-09_17:03:33      9.9e+37             -18.137             -17.4503            -18.2899            
 2018-08-09_17:03:44      9.9e+37             -18.1358            -17.4393            -18.2953            
 2018-08-09_17:03:55      9.9e+37             -18.1374            -17.4351            -18.2842            
 2018-08-09_17:04:05      9.9e+37             -18.1477            -17.4358            -18.2854            
 2018-08-09_17:04:16      9.9e+37             -18.1412            -17.4507            -18.3079            
 2018-08-09_17:04:27      9.9e+37             -18.1534            -17.4435            -18.3075            
 2018-08-09_17:04:37      9.9e+37             -18.1618            -17.4469            -18.3033            
 2018-08-09_17:04:48      9.9e+37             -18.1507            -17.4423            -18.3029            
 2018-08-09_17:04:59      9.9e+37             -18.1435            -17.445             -18.2846            
 2018-08-09_17:05:09      9.9e+37             -18.1385            -17.4305            -18.2869            
 2018-08-09_17:05:20      9.9e+37             -18.1374            -17.429             -18.2953            
 2018-08-09_17:05:31      9.9e+37             -18.1438            -17.7067            -18.4731            
 2018-08-09_17:05:41      9.9e+37             -18.5562            -18.05              -18.8915            
 2018-08-09_17:05:52      9.9e+37             -18.9182            -18.3502            -19.2207            
 2018-08-09_17:06:03      9.9e+37             -19.1963            -18.5562            -19.4611            
 2018-08-09_17:06:13      9.9e+37             -19.3909            -18.7534            -19.6156            
 2018-08-09_17:06:24      9.9e+37             -19.5206            -18.8763            -19.7311            
 2018-08-09_17:06:35      9.9e+37             -19.6266            -18.9487            -19.8257            
 2018-08-09_17:06:45      9.9e+37             -19.706             -18.9957            -19.8898            
 2018-08-09_17:06:56      9.9e+37             -19.7659            -19.038             -19.9402            
 2018-08-09_17:07:07      9.9e+37             -19.8078            -19.0987            -19.9596            
 2018-08-09_17:07:17      9.9e+37             -19.838             -19.1139            -19.9993            
 2018-08-09_17:07:28      9.9e+37             -19.8586            -19.1444            -20.0333            
 2018-08-09_17:07:39      9.9e+37             -19.8681            -19.1559            -20.034             
 2018-08-09_17:07:49      9.9e+37             -19.8738            -19.1479            -20.0577            
 2018-08-09_17:08:00      9.9e+37             -19.8975            -19.1608            -20.0603            
 2018-08-09_17:08:11      9.9e+37             -19.9116            -19.1521            -20.0733            
 2018-08-09_17:08:21      9.9e+37             -19.9181            -19.1708            -20.079             
 2018-08-09_17:08:32      9.9e+37             -19.9356            -19.1372            -20.0802            
 2018-08-09_17:08:43      9.9e+37             -19.9318            -19.1589            -20.0783            
 2018-08-09_17:08:53      9.9e+37             -19.9127            -19.1525            -20.0813            
 2018-08-09_17:09:04      9.9e+37             -19.9093            -19.1605            -20.0706            
 2018-08-09_17:09:15      9.9e+37             -19.9081            -19.162             -20.0813            
 2018-08-09_17:09:25      9.9e+37             -19.915             -19.1635            -20.0829            
 2018-08-09_17:09:36      9.9e+37             -19.9066            -19.1784            -20.071             
