 TIME                     Farbe_links [C]     Farbe_rechts [C]    Tape_links [C]      Tape_rechts [C]     
 2018-08-09_15:00:47      9.9e+37             26.327              26.4043             26.3854             
 2018-08-09_15:00:57      9.9e+37             26.317              26.3931             26.3729             
 2018-08-09_15:01:08      9.9e+37             26.3047             26.3842             26.3621             
 2018-08-09_15:01:19      9.9e+37             26.293              26.3726             26.3536             
 2018-08-09_15:01:29      9.9e+37             26.2826             26.3606             26.3421             
 2018-08-09_15:01:40      9.9e+37             26.2725             26.3523             26.3287             
 2018-08-09_15:01:51      9.9e+37             26.2617             26.3424             26.3205             
 2018-08-09_15:02:01      9.9e+37             26.2512             26.3285             26.3111             
 2018-08-09_15:02:12      9.9e+37             26.2393             26.3188             26.2983             
 2018-08-09_15:02:23      9.9e+37             26.2288             26.3066             26.2873             
 2018-08-09_15:02:33      9.9e+37             26.2181             26.2963             26.2764             
 2018-08-09_15:02:44      9.9e+37             26.2072             26.2837             26.2636             
 2018-08-09_15:02:55      9.9e+37             26.1964             26.2775             26.2548             
 2018-08-09_15:03:05      9.9e+37             26.1856             26.2669             26.2432             
 2018-08-09_15:03:16      9.9e+37             26.174              26.2537             26.2343             
 2018-08-09_15:03:27      9.9e+37             26.1642             26.2442             26.2229             
 2018-08-09_15:03:37      9.9e+37             26.1532             26.2377             26.211              
 2018-08-09_15:03:48      9.9e+37             26.1425             26.2248             26.2015             
 2018-08-09_15:03:59      9.9e+37             26.1322             26.2144             26.1923             
 2018-08-09_15:04:09      9.9e+37             26.1229             26.2036             26.1839             
 2018-08-09_15:04:20      9.9e+37             26.1125             26.1936             26.1695             
 2018-08-09_15:04:31      9.9e+37             26.1014             26.1844             26.1599             
 2018-08-09_15:04:41      9.9e+37             26.0917             26.1741             26.1512             
 2018-08-09_15:04:52      9.9e+37             26.083              26.1649             26.1418             
 2018-08-09_15:05:03      9.9e+37             26.0714             26.1546             26.1319             
 2018-08-09_15:05:13      9.9e+37             26.0635             26.1457             26.1228             
 2018-08-09_15:05:24      9.9e+37             26.0531             26.1343             26.1098             
 2018-08-09_15:05:34      9.9e+37             26.0433             26.1249             26.1013             
 2018-08-09_15:05:45      9.9e+37             26.0342             26.1143             26.093              
 2018-08-09_15:05:56      9.9e+37             26.0235             26.1064             26.0815             
 2018-08-09_15:06:06      9.9e+37             26.0147             26.0952             26.0713             
 2018-08-09_15:06:17      9.9e+37             26.0042             26.0871             26.0618             
 2018-08-09_15:06:28      9.9e+37             25.9956             26.0781             26.0543             
 2018-08-09_15:06:38      9.9e+37             25.9856             26.0708             26.0464             
 2018-08-09_15:06:49      9.9e+37             25.9746             26.0585             26.0346             
 2018-08-09_15:07:00      9.9e+37             25.9677             26.0501             26.0247             
 2018-08-09_15:07:10      9.9e+37             25.9577             26.0413             26.0133             
 2018-08-09_15:07:21      9.9e+37             25.9502             26.0303             26.0061             
 2018-08-09_15:07:32      9.9e+37             25.9387             26.0233             25.9945             
 2018-08-09_15:07:42      9.9e+37             25.9319             26.0132             25.9888             
 2018-08-09_15:07:53      9.9e+37             25.92               26.007              25.9802             
 2018-08-09_15:08:04      9.9e+37             25.9125             25.9961             25.9714             
 2018-08-09_15:08:14      9.9e+37             25.9035             25.9896             25.962              
 2018-08-09_15:08:25      9.9e+37             25.8951             25.9794             25.9528             
 2018-08-09_15:08:36      9.9e+37             25.8875             25.969              25.9429             
 2018-08-09_15:08:46      9.9e+37             25.8768             25.9622             25.9341             
 2018-08-09_15:08:57      9.9e+37             25.8682             25.9529             25.9263             
 2018-08-09_15:09:08      9.9e+37             25.8588             25.9429             25.9189             
 2018-08-09_15:09:18      9.9e+37             25.8508             25.9354             25.9091             
 2018-08-09_15:09:29      9.9e+37             25.8448             25.9285             25.9016             
 2018-08-09_15:09:40      9.9e+37             25.8363             25.9217             25.8947             
 2018-08-09_15:09:50      9.9e+37             25.8281             25.9112             25.8828             
 2018-08-09_15:10:01      9.9e+37             25.8185             25.9057             25.8773             
 2018-08-09_15:10:12      9.9e+37             25.8126             25.8954             25.8685             
 2018-08-09_15:10:22      9.9e+37             25.8024             25.8893             25.864              
 2018-08-09_15:10:33      9.9e+37             25.7931             25.8808             25.8527             
 2018-08-09_15:10:44      9.9e+37             25.7902             25.8726             25.8469             
 2018-08-09_15:10:54      9.9e+37             25.782              25.866              25.8375             
 2018-08-09_15:11:05      9.9e+37             25.7726             25.8588             25.8291             
 2018-08-09_15:11:15      9.9e+37             25.7651             25.8512             25.8229             
 2018-08-09_15:11:26      9.9e+37             25.7542             25.8416             25.814              
 2018-08-09_15:11:37      9.9e+37             25.75               25.835              25.8077             
 2018-08-09_15:11:47      9.9e+37             25.7411             25.8283             25.8013             
 2018-08-09_15:11:58      9.9e+37             25.7343             25.82               25.7919             
 2018-08-09_15:12:09      9.9e+37             25.7286             25.8118             25.7853             
 2018-08-09_15:12:19      9.9e+37             25.7202             25.8057             25.7782             
 2018-08-09_15:12:30      9.9e+37             25.714              25.7989             25.7721             
 2018-08-09_15:12:41      9.9e+37             25.7077             25.7911             25.7645             
 2018-08-09_15:12:51      9.9e+37             25.7                25.7857             25.7582             
 2018-08-09_15:13:02      9.9e+37             25.6914             25.7775             25.7475             
 2018-08-09_15:13:13      9.9e+37             25.6836             25.7723             25.7445             
 2018-08-09_15:13:23      9.9e+37             25.6793             25.7636             25.7342             
 2018-08-09_15:13:34      9.9e+37             25.6706             25.7601             25.7294             
 2018-08-09_15:13:45      9.9e+37             25.6617             25.7487             25.7219             
 2018-08-09_15:13:55      9.9e+37             25.6587             25.7456             25.7143             
 2018-08-09_15:14:06      9.9e+37             25.6526             25.739              25.708              
 2018-08-09_15:14:17      9.9e+37             25.6437             25.7318             25.7035             
 2018-08-09_15:14:27      9.9e+37             25.6378             25.7232             25.6956             
 2018-08-09_15:14:38      9.9e+37             25.6325             25.7202             25.6946             
 2018-08-09_15:14:49      9.9e+37             25.6258             25.7129             25.6839             
 2018-08-09_15:14:59      9.9e+37             25.6206             25.7071             25.6771             
 2018-08-09_15:15:10      9.9e+37             25.6129             25.7006             25.6634             
 2018-08-09_15:15:21      9.9e+37             25.5801             25.6552             25.6178             
 2018-08-09_15:15:31      9.9e+37             25.5066             25.5754             25.5258             
 2018-08-09_15:15:42      9.9e+37             25.3957             25.4575             25.4033             
 2018-08-09_15:15:53      9.9e+37             25.26               25.3209             25.2612             
 2018-08-09_15:16:03      9.9e+37             25.1159             25.175              25.1087             
 2018-08-09_15:16:14      9.9e+37             24.9652             25.0288             24.9534             
 2018-08-09_15:16:25      9.9e+37             24.8121             24.8788             24.8053             
 2018-08-09_15:16:35      9.9e+37             24.6636             24.7318             24.6561             
 2018-08-09_15:16:46      9.9e+37             24.5151             24.5907             24.5112             
 2018-08-09_15:16:57      9.9e+37             24.3734             24.451              24.3674             
 2018-08-09_15:17:07      9.9e+37             24.2272             24.3142             24.2251             
 2018-08-09_15:17:18      9.9e+37             24.0916             24.1814             24.0857             
 2018-08-09_15:17:28      9.9e+37             23.9553             24.0463             23.9519             
 2018-08-09_15:17:39      9.9e+37             23.8195             23.9151             23.8159             
 2018-08-09_15:17:50      9.9e+37             23.6855             23.7855             23.6839             
 2018-08-09_15:18:00      9.9e+37             23.5547             23.6584             23.5532             
 2018-08-09_15:18:11      9.9e+37             23.4267             23.5296             23.4238             
 2018-08-09_15:18:22      9.9e+37             23.2979             23.4063             23.2967             
 2018-08-09_15:18:32      9.9e+37             23.1683             23.2817             23.1688             
 2018-08-09_15:18:43      9.9e+37             23.0446             23.1583             23.0406             
 2018-08-09_15:18:54      9.9e+37             22.9169             23.0344             22.9144             
 2018-08-09_15:19:04      9.9e+37             22.7912             22.9134             22.792              
 2018-08-09_15:19:15      9.9e+37             22.6687             22.7943             22.6667             
 2018-08-09_15:19:26      9.9e+37             22.5449             22.6711             22.5428             
 2018-08-09_15:19:36      9.9e+37             22.4225             22.5492             22.418              
 2018-08-09_15:19:47      9.9e+37             22.3007             22.4323             22.2975             
 2018-08-09_15:19:58      9.9e+37             22.1758             22.3094             22.1725             
 2018-08-09_15:20:08      9.9e+37             22.0536             22.1909             22.0507             
 2018-08-09_15:20:19      9.9e+37             21.9332             22.0742             21.9294             
 2018-08-09_15:20:30      9.9e+37             21.8132             21.9547             21.8079             
 2018-08-09_15:20:40      9.9e+37             21.6892             21.8381             21.6859             
 2018-08-09_15:20:51      9.9e+37             21.5693             21.7177             21.5653             
 2018-08-09_15:21:02      9.9e+37             21.4481             21.6007             21.447              
 2018-08-09_15:21:12      9.9e+37             21.3294             21.4845             21.325              
 2018-08-09_15:21:23      9.9e+37             21.21               21.3653             21.2042             
 2018-08-09_15:21:34      9.9e+37             21.0909             21.2519             21.0857             
 2018-08-09_15:21:44      9.9e+37             20.9711             21.1355             20.9679             
 2018-08-09_15:21:55      9.9e+37             20.849              21.0196             20.8448             
 2018-08-09_15:22:06      9.9e+37             20.7299             20.9004             20.7282             
 2018-08-09_15:22:16      9.9e+37             20.6156             20.7904             20.6102             
 2018-08-09_15:22:27      9.9e+37             20.4956             20.6708             20.4899             
 2018-08-09_15:22:38      9.9e+37             20.3809             20.5567             20.3749             
 2018-08-09_15:22:48      9.9e+37             20.2617             20.4414             20.2505             
 2018-08-09_15:22:59      9.9e+37             20.1439             20.3253             20.1356             
 2018-08-09_15:23:10      9.9e+37             20.0289             20.21               20.0212             
 2018-08-09_15:23:20      9.9e+37             19.9062             20.0933             19.8997             
 2018-08-09_15:23:31      9.9e+37             19.7917             19.9799             19.7828             
 2018-08-09_15:23:41      9.9e+37             19.6712             19.8659             19.6646             
 2018-08-09_15:23:52      9.9e+37             19.556              19.7527             19.5475             
 2018-08-09_15:24:03      9.9e+37             19.44               19.6399             19.4331             
 2018-08-09_15:24:13      9.9e+37             19.3228             19.5257             19.3131             
 2018-08-09_15:24:24      9.9e+37             19.21               19.415              19.1987             
 2018-08-09_15:24:35      9.9e+37             19.0918             19.3004             19.0836             
 2018-08-09_15:24:45      9.9e+37             18.9775             19.1854             18.9686             
 2018-08-09_15:24:56      9.9e+37             18.8614             19.0754             18.8499             
 2018-08-09_15:25:07      9.9e+37             18.7449             18.9658             18.7353             
 2018-08-09_15:25:17      9.9e+37             18.6321             18.8524             18.6228             
 2018-08-09_15:25:28      9.9e+37             18.5156             18.7372             18.5056             
 2018-08-09_15:25:39      9.9e+37             18.3988             18.6269             18.3887             
 2018-08-09_15:25:49      9.9e+37             18.2865             18.5129             18.2728             
 2018-08-09_15:26:00      9.9e+37             18.1728             18.4008             18.1604             
 2018-08-09_15:26:11      9.9e+37             18.0611             18.2925             18.0473             
 2018-08-09_15:26:21      9.9e+37             17.9457             18.1813             17.9353             
 2018-08-09_15:26:32      9.9e+37             17.8328             18.0664             17.8209             
 2018-08-09_15:26:43      9.9e+37             17.7193             17.9616             17.7087             
 2018-08-09_15:26:53      9.9e+37             17.606              17.8515             17.5955             
 2018-08-09_15:27:04      9.9e+37             17.4952             17.7419             17.485              
 2018-08-09_15:27:15      9.9e+37             17.3855             17.6355             17.3747             
 2018-08-09_15:27:25      9.9e+37             17.2776             17.5269             17.2631             
 2018-08-09_15:27:36      9.9e+37             17.1658             17.4126             17.1499             
 2018-08-09_15:27:47      9.9e+37             17.0537             17.3066             17.0407             
 2018-08-09_15:27:57      9.9e+37             16.9444             17.2006             16.9303             
 2018-08-09_15:28:08      9.9e+37             16.8318             17.098              16.8193             
 2018-08-09_15:28:19      9.9e+37             16.723              16.9857             16.7077             
 2018-08-09_15:28:29      9.9e+37             16.6133             16.8771             16.598              
 2018-08-09_15:28:40      9.9e+37             16.5029             16.774              16.4922             
 2018-08-09_15:28:51      9.9e+37             16.3945             16.6674             16.3838             
 2018-08-09_15:29:01      9.9e+37             16.2865             16.5609             16.2735             
 2018-08-09_15:29:12      9.9e+37             16.1819             16.4602             16.1661             
 2018-08-09_15:29:22      9.9e+37             16.0768             16.3571             16.0649             
 2018-08-09_15:29:33      9.9e+37             15.9751             16.2549             15.9589             
 2018-08-09_15:29:44      9.9e+37             15.868              16.1537             15.8524             
 2018-08-09_15:29:54      9.9e+37             15.7646             16.053              15.7536             
 2018-08-09_15:30:05      9.9e+37             15.6598             15.9606             15.6488             
 2018-08-09_15:30:16      9.9e+37             15.5605             15.8575             15.5481             
 2018-08-09_15:30:26      9.9e+37             15.4585             15.7541             15.4455             
 2018-08-09_15:30:37      9.9e+37             15.3599             15.6566             15.342              
 2018-08-09_15:30:48      9.9e+37             15.2548             15.5564             15.2425             
 2018-08-09_15:30:58      9.9e+37             15.1558             15.4628             15.1439             
 2018-08-09_15:31:09      9.9e+37             15.0575             15.364              15.0452             
 2018-08-09_15:31:20      9.9e+37             14.9586             15.2674             14.946              
 2018-08-09_15:31:30      9.9e+37             14.859              15.1705             14.8462             
 2018-08-09_15:31:41      9.9e+37             14.7616             15.074              14.7508             
 2018-08-09_15:31:52      9.9e+37             14.6644             14.9818             14.652              
 2018-08-09_15:32:02      9.9e+37             14.5662             14.8822             14.5558             
 2018-08-09_15:32:13      9.9e+37             14.469              14.7901             14.4571             
 2018-08-09_15:32:24      9.9e+37             14.3728             14.6962             14.3604             
 2018-08-09_15:32:34      9.9e+37             14.2774             14.6001             14.2647             
 2018-08-09_15:32:45      9.9e+37             14.182              14.5112             14.1712             
 2018-08-09_15:32:56      9.9e+37             14.0876             14.4193             14.0748             
 2018-08-09_15:33:06      9.9e+37             13.994              14.3264             13.9833             
 2018-08-09_15:33:17      9.9e+37             13.9035             14.2407             13.8858             
 2018-08-09_15:33:28      9.9e+37             13.8096             14.1514             13.7946             
 2018-08-09_15:33:38      9.9e+37             13.7161             14.0525             13.7                
 2018-08-09_15:33:49      9.9e+37             13.6207             13.9598             13.6055             
 2018-08-09_15:34:00      9.9e+37             13.5273             13.8688             13.514              
 2018-08-09_15:34:10      9.9e+37             13.4366             13.7764             13.4214             
 2018-08-09_15:34:21      9.9e+37             13.3429             13.6905             13.3308             
 2018-08-09_15:34:32      9.9e+37             13.2517             13.5965             13.2347             
 2018-08-09_15:34:42      9.9e+37             13.159              13.506              13.1423             
 2018-08-09_15:34:53      9.9e+37             13.0698             13.4176             13.0533             
 2018-08-09_15:35:04      9.9e+37             12.9758             13.3275             12.9596             
 2018-08-09_15:35:14      9.9e+37             12.8882             13.2409             12.8735             
 2018-08-09_15:35:25      9.9e+37             12.8005             13.1546             12.7851             
 2018-08-09_15:35:35      9.9e+37             12.7184             13.0755             12.7086             
 2018-08-09_15:35:46      9.9e+37             12.6455             13.0082             12.6391             
 2018-08-09_15:35:57      9.9e+37             12.5809             12.9507             12.5792             
 2018-08-09_15:36:07      9.9e+37             12.5252             12.8891             12.5226             
 2018-08-09_15:36:18      9.9e+37             12.4671             12.835              12.4659             
 2018-08-09_15:36:29      9.9e+37             12.4119             12.7797             12.4151             
 2018-08-09_15:36:39      9.9e+37             12.3679             12.7397             12.371              
 2018-08-09_15:36:50      9.9e+37             12.322              12.7055             12.3343             
 2018-08-09_15:37:01      9.9e+37             12.2915             12.679              12.3043             
 2018-08-09_15:37:11      9.9e+37             12.2668             12.6473             12.2755             
 2018-08-09_15:37:22      9.9e+37             12.2356             12.6211             12.2424             
 2018-08-09_15:37:33      9.9e+37             12.2042             12.5871             12.2109             
 2018-08-09_15:37:43      9.9e+37             12.1726             12.5619             12.1849             
 2018-08-09_15:37:54      9.9e+37             12.1491             12.5433             12.1651             
 2018-08-09_15:38:05      9.9e+37             12.1338             12.532              12.1504             
 2018-08-09_15:38:15      9.9e+37             12.1216             12.5221             12.1392             
 2018-08-09_15:38:26      9.9e+37             12.1178             12.5121             12.1327             
 2018-08-09_15:38:37      9.9e+37             12.1026             12.4973             12.1159             
 2018-08-09_15:38:47      9.9e+37             12.0904             12.4805             12.1056             
 2018-08-09_15:38:58      9.9e+37             12.0774             12.4617             12.0901             
 2018-08-09_15:39:09      9.9e+37             12.0614             12.4537             12.0838             
 2018-08-09_15:39:19      9.9e+37             12.0607             12.4473             12.0815             
 2018-08-09_15:39:30      9.9e+37             12.0552             12.4481             12.0723             
 2018-08-09_15:39:41      9.9e+37             12.0465             12.4389             12.0579             
 2018-08-09_15:39:51      9.9e+37             12.0302             12.4227             12.0428             
 2018-08-09_15:40:02      9.9e+37             12.0134             12.4107             12.031              
 2018-08-09_15:40:13      9.9e+37             12.0045             12.3964             12.0219             
 2018-08-09_15:40:23      9.9e+37             11.9973             12.3932             12.0171             
 2018-08-09_15:40:34      9.9e+37             11.997              12.3926             12.0162             
 2018-08-09_15:40:45      9.9e+37             11.9959             12.3938             12.0132             
 2018-08-09_15:40:55      9.9e+37             11.9885             12.3859             12.0102             
 2018-08-09_15:41:06      9.9e+37             11.9831             12.3752             12.0019             
 2018-08-09_15:41:16      9.9e+37             11.9768             12.3683             11.9976             
 2018-08-09_15:41:27      9.9e+37             11.9731             12.3657             11.9934             
 2018-08-09_15:41:38      9.9e+37             11.969              12.3651             11.992              
 2018-08-09_15:41:48      9.9e+37             11.9699             12.3724             11.9952             
 2018-08-09_15:41:59      9.9e+37             11.9734             12.3736             12.0015             
 2018-08-09_15:42:10      9.9e+37             11.9769             12.3688             11.9985             
 2018-08-09_15:42:20      9.9e+37             11.9745             12.3645             11.9924             
 2018-08-09_15:42:31      9.9e+37             11.9689             12.3552             11.9878             
 2018-08-09_15:42:42      9.9e+37             11.9642             12.3538             11.9875             
 2018-08-09_15:42:52      9.9e+37             11.969              12.3519             11.9869             
 2018-08-09_15:43:03      9.9e+37             11.9654             12.3609             11.9861             
 2018-08-09_15:43:14      9.9e+37             11.9607             12.3542             11.9422             
 2018-08-09_15:43:24      9.9e+37             11.8359             12.1853             11.7919             
 2018-08-09_15:43:35      9.9e+37             11.6978             12.0545             11.6704             
 2018-08-09_15:43:46      9.9e+37             11.592              11.9511             11.5731             
 2018-08-09_15:43:56      9.9e+37             11.2552             10.965              10.5221             
 2018-08-09_15:44:07      9.9e+37             9.7117              9.5727              9.0605              
 2018-08-09_15:44:18      9.9e+37             8.3819              8.386               7.8427              
 2018-08-09_15:44:28      9.9e+37             7.2986              7.4097              6.8596              
 2018-08-09_15:44:39      9.9e+37             6.4142              6.5976              6.0553              
 2018-08-09_15:44:50      9.9e+37             5.6971              5.9415              5.3937              
 2018-08-09_15:45:00      9.9e+37             5.1094              5.3926              4.8515              
 2018-08-09_15:45:11      9.9e+37             4.6257              4.9533              4.4084              
 2018-08-09_15:45:22      9.9e+37             4.2239              4.5732              4.0395              
 2018-08-09_15:45:32      9.9e+37             3.8868              4.2524              3.7198              
 2018-08-09_15:45:43      9.9e+37             3.5983              3.983               3.4501              
 2018-08-09_15:45:54      9.9e+37             3.3514              3.759               3.226               
 2018-08-09_15:46:04      9.9e+37             3.1492              3.5688              3.0418              
 2018-08-09_15:46:15      9.9e+37             2.9831              3.4113              2.8861              
 2018-08-09_15:46:26      9.9e+37             2.8403              3.2772              2.7562              
 2018-08-09_15:46:36      9.9e+37             2.7208              3.1632              2.6435              
 2018-08-09_15:46:47      9.9e+37             2.6102              3.0624              2.5425              
 2018-08-09_15:46:58      9.9e+37             2.517               2.9768              2.4448              
 2018-08-09_15:47:08      9.9e+37             2.4389              2.9118              2.3731              
 2018-08-09_15:47:19      9.9e+37             2.3706              2.8495              2.3148              
 2018-08-09_15:47:29      9.9e+37             2.3201              2.8092              2.2673              
 2018-08-09_15:47:40      9.9e+37             2.277               2.7606              2.2212              
 2018-08-09_15:47:51      9.9e+37             2.225               2.7105              2.1746              
 2018-08-09_15:48:01      9.9e+37             2.1843              2.6766              2.1385              
 2018-08-09_15:48:12      9.9e+37             2.1521              2.6469              2.1116              
 2018-08-09_15:48:23      9.9e+37             2.1293              2.62                2.0854              
 2018-08-09_15:48:33      9.9e+37             2.1073              2.6053              2.0748              
 2018-08-09_15:48:44      9.9e+37             2.098               2.5911              2.0589              
 2018-08-09_15:48:55      9.9e+37             2.0835              2.561               2.0434              
 2018-08-09_15:49:05      9.9e+37             2.0573              2.5489              2.0258              
 2018-08-09_15:49:16      9.9e+37             2.0472              2.5246              2.0067              
 2018-08-09_15:49:27      9.9e+37             2.0291              2.5067              1.9888              
 2018-08-09_15:49:37      9.9e+37             2.0169              2.4988              1.9724              
 2018-08-09_15:49:48      9.9e+37             1.9978              2.4975              1.9715              
 2018-08-09_15:49:59      9.9e+37             2.0038              2.5                 1.9667              
 2018-08-09_15:50:09      9.9e+37             1.9935              2.4872              1.9532              
 2018-08-09_15:50:20      9.9e+37             1.9823              2.4866              1.9426              
 2018-08-09_15:50:31      9.9e+37             1.9682              2.4764              1.9272              
 2018-08-09_15:50:41      9.9e+37             1.9616              2.4681              1.9269              
 2018-08-09_15:50:52      9.9e+37             1.9598              2.4588              1.9291              
 2018-08-09_15:51:03      9.9e+37             1.9559              2.4694              1.926               
 2018-08-09_15:51:13      9.9e+37             1.9602              2.4714              1.9284              
 2018-08-09_15:51:24      9.9e+37             1.9518              2.4635              1.9202              
 2018-08-09_15:51:35      9.9e+37             1.943               2.4518              1.9127              
 2018-08-09_15:51:45      9.9e+37             1.9422              2.445               1.9068              
 2018-08-09_15:51:56      9.9e+37             1.9352              2.4337              1.9065              
 2018-08-09_15:52:07      9.9e+37             1.9367              2.4364              1.9102              
 2018-08-09_15:52:17      9.9e+37             1.9407              2.4365              1.9112              
 2018-08-09_15:52:28      9.9e+37             1.9373              2.4301              1.9081              
 2018-08-09_15:52:39      9.9e+37             1.9341              2.4182              1.9013              
 2018-08-09_15:52:49      9.9e+37             1.9294              2.4164              1.8926              
 2018-08-09_15:53:00      9.9e+37             1.9202              2.419               1.8901              
 2018-08-09_15:53:11      9.9e+37             1.9112              2.4225              1.888               
 2018-08-09_15:53:21      9.9e+37             1.9173              2.42                1.8866              
 2018-08-09_15:53:32      9.9e+37             1.9201              2.4086              1.8826              
 2018-08-09_15:53:42      9.9e+37             1.9152              2.4075              1.8782              
 2018-08-09_15:53:53      9.9e+37             1.9061              2.4029              1.8756              
 2018-08-09_15:54:04      9.9e+37             1.9116              2.3958              1.8747              
 2018-08-09_15:54:14      9.9e+37             1.9045              2.3991              1.8713              
 2018-08-09_15:54:25      9.9e+37             1.9014              2.4083              1.871               
 2018-08-09_15:54:36      9.9e+37             1.9003              2.4082              1.8613              
 2018-08-09_15:54:46      9.9e+37             1.8872              2.4017              1.8559              
 2018-08-09_15:54:57      9.9e+37             1.8816              2.3866              1.8525              
 2018-08-09_15:55:08      9.9e+37             1.8789              2.3812              1.8522              
 2018-08-09_15:55:18      9.9e+37             1.8827              2.3805              1.8549              
 2018-08-09_15:55:29      9.9e+37             1.8809              2.3809              1.857               
 2018-08-09_15:55:40      9.9e+37             1.8811              2.3799              1.8528              
 2018-08-09_15:55:50      9.9e+37             1.8768              2.3819              1.8446              
 2018-08-09_15:56:01      9.9e+37             1.8739              2.3726              1.8407              
 2018-08-09_15:56:12      9.9e+37             1.8741              2.3679              1.8449              
 2018-08-09_15:56:22      9.9e+37             1.8731              2.3584              1.8453              
 2018-08-09_15:56:33      9.9e+37             1.8715              2.3709              1.8472              
 2018-08-09_15:56:44      9.9e+37             1.8794              2.3733              1.8494              
 2018-08-09_15:56:54      9.9e+37             1.8781              2.379               1.8418              
 2018-08-09_15:57:05      9.9e+37             1.8742              2.3751              1.8373              
 2018-08-09_15:57:16      9.9e+37             1.8722              2.3813              1.8336              
 2018-08-09_15:57:26      9.9e+37             1.8716              2.3797              1.8373              
 2018-08-09_15:57:37      9.9e+37             1.8701              2.0104              1.8306              
 2018-08-09_15:57:48      9.9e+37             1.6628              0.7655              0.9342              
 2018-08-09_15:57:58      9.9e+37             0.1949              -0.2598             -0.4704             
 2018-08-09_15:58:09      9.9e+37             -1.0529             -1.1436             -1.5797             
 2018-08-09_15:58:20      9.9e+37             -1.9936             -1.8436             -2.3884             
 2018-08-09_15:58:30      9.9e+37             -2.6741             -2.3621             -2.9877             
 2018-08-09_15:58:41      9.9e+37             -3.1952             -2.7882             -3.4618             
 2018-08-09_15:58:52      9.9e+37             -3.6083             -3.1281             -3.8265             
 2018-08-09_15:59:02      9.9e+37             -3.9284             -3.41               -4.1164             
 2018-08-09_15:59:13      9.9e+37             -4.1988             -3.6415             -4.364              
 2018-08-09_15:59:24      9.9e+37             -4.414              -3.8307             -4.5624             
 2018-08-09_15:59:34      9.9e+37             -4.5876             -4.0016             -4.7195             
 2018-08-09_15:59:45      9.9e+37             -4.7318             -4.129              -4.8546             
 2018-08-09_15:59:56      9.9e+37             -4.8347             -4.2198             -4.9522             
 2018-08-09_16:00:06      9.9e+37             -4.9297             -4.3114             -5.0419             
 2018-08-09_16:00:17      9.9e+37             -5.0224             -4.3819             -5.125              
 2018-08-09_16:00:27      9.9e+37             -5.0873             -4.4563             -5.1918             
 2018-08-09_16:00:38      9.9e+37             -5.1384             -4.512              -5.2353             
 2018-08-09_16:00:49      9.9e+37             -5.1842             -4.5593             -5.2834             
 2018-08-09_16:00:59      9.9e+37             -5.2284             -4.591              -5.3169             
 2018-08-09_16:01:10      9.9e+37             -5.2711             -4.6234             -5.3574             
 2018-08-09_16:01:21      9.9e+37             -5.307              -4.6535             -5.3867             
 2018-08-09_16:01:31      9.9e+37             -5.3314             -4.6825             -5.4123             
 2018-08-09_16:01:42      9.9e+37             -5.3535             -4.7092             -5.4375             
 2018-08-09_16:01:53      9.9e+37             -5.3646             -4.7215             -5.4489             
 2018-08-09_16:02:03      9.9e+37             -5.3864             -4.747              -5.4573             
 2018-08-09_16:02:14      9.9e+37             -5.405              -4.7653             -5.4798             
 2018-08-09_16:02:25      9.9e+37             -5.4146             -4.7863             -5.4993             
 2018-08-09_16:02:35      9.9e+37             -5.4356             -4.7939             -5.5023             
 2018-08-09_16:02:46      9.9e+37             -5.4459             -4.8141             -5.5099             
 2018-08-09_16:02:57      9.9e+37             -5.4588             -4.8313             -5.5084             
 2018-08-09_16:03:07      9.9e+37             -5.4565             -4.8309             -5.5107             
 2018-08-09_16:03:18      9.9e+37             -5.4489             -4.8359             -5.5153             
 2018-08-09_16:03:29      9.9e+37             -5.4634             -4.8416             -5.5298             
 2018-08-09_16:03:39      9.9e+37             -5.481              -4.8363             -5.5462             
 2018-08-09_16:03:50      9.9e+37             -5.484              -4.8454             -5.5542             
 2018-08-09_16:04:01      9.9e+37             -5.4802             -4.8443             -5.5473             
 2018-08-09_16:04:11      9.9e+37             -5.4924             -4.8409             -5.5443             
 2018-08-09_16:04:22      9.9e+37             -5.4909             -4.8378             -5.5473             
 2018-08-09_16:04:33      9.9e+37             -5.4924             -4.8439             -5.5557             
 2018-08-09_16:04:43      9.9e+37             -5.492              -4.8584             -5.5481             
 2018-08-09_16:04:54      9.9e+37             -5.5054             -4.8561             -5.5542             
 2018-08-09_16:05:05      9.9e+37             -5.5122             -4.8599             -5.5595             
 2018-08-09_16:05:15      9.9e+37             -5.5069             -4.8508             -5.563              
 2018-08-09_16:05:26      9.9e+37             -5.5084             -4.8477             -5.5603             
 2018-08-09_16:05:37      9.9e+37             -5.5019             -4.8504             -5.5588             
 2018-08-09_16:05:47      9.9e+37             -5.505              -4.8603             -5.5607             
 2018-08-09_16:05:58      9.9e+37             -5.5092             -4.8512             -5.5691             
 2018-08-09_16:06:09      9.9e+37             -5.5145             -4.863              -5.5611             
 2018-08-09_16:06:19      9.9e+37             -5.5038             -4.8561             -5.5588             
 2018-08-09_16:06:30      9.9e+37             -5.5023             -4.8645             -5.5546             
 2018-08-09_16:06:41      9.9e+37             -5.5061             -4.8656             -5.5565             
 2018-08-09_16:06:51      9.9e+37             -5.5084             -4.8683             -5.5702             
 2018-08-09_16:07:02      9.9e+37             -5.5134             -4.8813             -5.5771             
 2018-08-09_16:07:13      9.9e+37             -5.5145             -4.8832             -5.5893             
