#Temperature emissivity_Tape emissivity_Paint 
12.159975 0.95 0.926683985494
-9.29205 0.95 0.926986582663
-13.838675 0.95 0.92345887147
-17.50755 0.95 0.923493932063
-20.142675 0.95 0.920015502635
-21.884625 0.95 0.916135841457
-22.63545 0.95 0.909837501042
-22.569675 0.95 0.90565464663
-24.2551 0.95 0.910180903999
