#Temperature emissivity_Tape emissivity_Paint 
12.1147333333 0.95 0.899210663001
2.02906666667 0.95 0.910571613732
-5.33066666667 0.95 0.909521981011
-11.2352666667 0.95 0.910449707333
-13.7759 0.95 0.909634305031
-15.8877 0.95 0.909576711474
-17.9228333333 0.95 0.911195449942
-19.7301 0.95 0.911378579225
-21.2246333333 0.95 0.910591419913
-22.1668 0.95 0.907435208941
