#Temperature emissivity_Tape emissivity_Paint 
17.72115 0.95 0.928306392063
7.8333 0.95 0.927255748656
-0.020675 0.95 0.926645083363
-6.467125 0.95 0.928938544814
-11.3947 0.95 0.929156822913
-15.2916 0.95 0.925389662526
-18.025025 0.95 0.913221888131
-19.671375 0.95 0.913354761452
-21.083075 0.95 0.915131392924
-21.2522 0.95 0.91562175141
-23.6042 0.95 0.917555621928
-23.6614 0.95 0.914754555522
